age	SL_Young_M21RD
319	330.333632358153
320	334.27817688105
321	338.017139531361
322	341.544524957459
323	344.854337807719
324	347.940582730515
325	350.7973873916
326	353.433782526042
327	355.887752514803
328	358.200609677674
329	360.413666334449
330	362.56823480492
331	364.70562740888
332	366.867156466122
333	369.09044350521
334	371.387163508005
335	373.757863175469
336	376.203046602145
337	378.723217882576
338	381.318881111307
339	383.990540382881
340	386.738699791844
341	389.563863432738
342	392.466535400108
343	395.446721182758
344	398.500488137368
345	401.622034383583
346	404.805546747031
347	408.04521205334
348	411.335217128137
349	414.669748797049
350	418.042993885703
351	421.449113395571
352	424.869342628744
353	428.251077790702
354	431.536245438904
355	434.666772130808
356	437.584584423875
357	440.231608875565
358	442.549772043336
359	444.481000484648
360	445.970967253631
361	447.024715666333
362	447.694747596184
363	448.034891559021
364	448.098976070687
365	447.94082964702
366	447.614280803861
367	447.17315805705
368	446.671289756709
369	446.154007981891
370	445.635363913025
371	445.122211546587
372	444.62140487905
373	444.139797906888
374	443.684244626576
375	443.261599034588
376	442.878715127399
377	442.542415671017
378	442.257360777878
379	442.024680896852
380	441.845181106142
381	441.719666483953
382	441.648942108488
383	441.633813057951
384	441.675084410547
385	441.773561244479
386	441.92721585334
387	442.119233461284
388	442.327990160769
389	442.531859467258
390	442.709214896219
391	442.838429963118
392	442.89787818342
393	442.863004934782
394	442.648019703925
395	442.109110307647
396	441.100179855018
397	439.475131455112
398	437.087868216997
399	433.792293249746
400	429.442309662429
401	423.893871498441
402	417.111186328337
403	409.2182552789
404	400.351930935742
405	390.649065884475
406	380.246512710712
407	369.281124000065
408	357.889752338146
409	346.209250310569
410	334.376470502946
411	322.531979362315
412	310.840312238286
413	299.475522675241
414	288.611688328509
415	278.422886853419
416	269.0831959053
417	260.766693139482
418	253.647456211294
419	247.899544518754
420	243.628276149245
421	240.714977257279
422	238.995426900033
423	238.305404134687
424	238.480688018421
425	239.357057608413
426	240.770291961843
427	242.556170135891
428	244.550471187736
429	246.588974174556
430	248.507458153531
431	250.159692762714
432	251.584380967607
433	252.928966014173
434	254.342282692782
435	255.973165793806
436	257.970450107619
437	260.48297042459
438	263.659561518638
439	267.611772792857
440	272.305405321565
441	277.670652172775
442	283.637706414502
443	290.136761114761
444	297.098009341567
445	304.451644162934
446	312.127858646876
447	320.056845861409
448	328.16589138359
449	336.349088009071
450	344.47939849087
451	352.429445985419
452	360.071853649153
453	367.279244638504
454	373.924242109906
455	379.879469219793
456	385.017549124597
457	389.233510883564
458	392.529468454115
459	394.939490768201
460	396.497652344692
461	397.238027702457
462	397.194691360366
463	396.401717837288
464	394.893181652093
465	392.703157323651
466	389.868836432602
467	386.473178159133
468	382.633932508578
469	378.469719312056
470	374.099158400686
471	369.640869605585
472	365.213472757873
473	360.935587688666
474	356.925834229085
475	353.289851458779
476	350.0462578933
477	347.177903618688
478	344.667528782145
479	342.497873530872
480	340.651678012072
481	339.111682372947
482	337.860626760699
483	336.881251322529
484	336.156150226584
485	335.656639461944
486	335.334926915019
487	335.141370714354
488	335.026328988492
489	334.94016095695
490	334.844128773834
491	334.737194540686
492	334.626463102189
493	334.519039303026
494	334.42202798788
495	334.342534001432
496	334.287662188366
497	334.264517393364
498	334.280204461109
499	334.341828236283
500	334.456493563569
501	334.63130528765
502	334.873368253208
503	335.189787304926
504	335.587648983904
505	336.069548622938
506	336.627743054893
507	337.253039592857
508	337.936245549922
509	338.668168239176
510	339.43961497371
511	340.241393066613
512	341.064309830976
513	341.898717327052
514	342.704762452277
515	343.394032113975
516	343.873725567252
517	344.051042067219
518	343.833180868981
519	343.127341227648
520	341.840722398326
521	339.88064469345
522	337.20785324075
523	333.920167791789
524	330.137085272065
525	325.978102607073
526	321.562716722311
527	317.010424543275
528	312.44072299546
529	307.973109004364
530	303.727079495482
531	299.788141095879
532	296.081088393878
533	292.483263633961
534	288.8720021053
535	285.124639097063
536	281.11850989842
537	276.730949798541
538	271.839294086596
539	266.329856877144
540	260.201697782109
541	253.530796021859
542	246.394614430767
543	238.870615843204
544	231.036263093545
545	222.969019016161
546	214.746346445426
547	206.445703803327
548	198.136145879965
549	189.860838762505
550	181.657979209753
551	173.565763980512
552	165.622389833588
553	157.866053527783
554	150.334951821902
