Latitude	Longitude	Min_Ma	Max_Ma
50.8752	0.6412	139.5	141.7
50.8954	0.6074	139.5	141.7
50.9635	-0.3212	139.5	141.7
51.1405	-1.2881	139.5	141.7
50.945	0.4591	139.5	141.7
50.9394	0.4467	139.5	141.7
51.1855	0.2136	139.5	141.7
50.651	-2.366	139.5	141.7
51.0289	-0.2206	139.5	141.7
50.609	-1.3654	123.7	124.5
50.9149	-0.2695	123.7	124.5
51.1839	1.3654	123.7	124.5
50.609	-1.3654	123.7	124.5
42.059	-1.8637	139.8	145
51.1329	-0.3235	125.8	130.1
51.0304	-0.1529	125.8	130.1
51.1989	-0.0076	125.8	130.1
50.8755	0.2367	125.8	130.1
50.9635	-0.3212	125.8	130.1
51.1405	-1.2881	125.8	130.1
50.8283	0.3167	125.8	130.1
50.8455	-1.0952	125.8	130.1
50.8746	0.139	125.8	130.1
51.0199	-0.3495	125.8	130.1
51.0289	-0.2206	125.8	130.1
51.0987	-0.3262	125.8	130.1
40.2234	-1.9764	113	123.6
51.061	-1.2908	132.6	139.9
50.8739	0.2308	132.6	139.9
51.0213	-0.0329	132.6	139.9
50.8343	0.2822	132.6	139.9
51.1405	-1.2881	132.6	139.9
50.908	0.6178	132.6	139.9
51.0896	0.6517	132.6	139.9
51.0382	0.3271	132.6	139.9
51.0289	-0.2206	132.6	139.9
50.916	0.5883	132.6	139.9
51.3614	8.8031	139.8	140.2
52.559	8.7909	139.8	140.2
52.5829	7.0712	139.8	140.2
52.794	7.861	139.8	140.2
52.8584	7.3243	139.8	140.2
52.1775	7.8257	139.8	140.2
52.5198	7.3181	139.8	140.2
52.2093	7.1994	139.8	140.2
52.3409	7.5784	139.8	140.2
50.609	-1.3654	121.4	124.5
51.1879	0.6817	121.4	124.5
51.1438	-0.4632	121.4	124.5
51.1831	0.6943	121.4	124.5
51.2116	-0.2992	121.4	124.5
51.0115	-0.454	121.4	124.5
50.9149	-0.2695	121.4	124.5
50.8746	0.139	121.4	124.5
50.6623	-1.1312	121.4	124.5
50.609	-1.3654	121.4	124.5
51.0289	-0.2206	121.4	124.5
50.9759	0.3055	142.4	143.8
51.061	-1.2908	142.4	143.8
50.8752	0.6412	142.4	143.8
50.9441	0.4584	142.4	143.8
50.9678	0.249	142.4	143.8
51.1405	-1.2881	142.4	143.8
50.9783	0.3094	142.4	143.8
50.945	0.4591	142.4	143.8
50.9394	0.4467	142.4	143.8
50.9742	0.3289	142.4	143.8
50.651	-2.366	142.4	143.8
51.0289	-0.2206	142.4	143.8
51.0529	0.1396	137.7	145.2
50.9696	0.3097	137.7	145.2
50.9529	0.4004	137.7	145.2
50.9759	0.3055	137.7	145.2
51.061	-1.2908	137.7	145.2
50.599	-1.9533	137.7	145.2
50.8752	0.6412	137.7	145.2
50.9441	0.4584	137.7	145.2
50.8954	0.6074	137.7	145.2
50.9678	0.249	137.7	145.2
50.9635	-0.3212	137.7	145.2
51.1405	-1.2881	137.7	145.2
50.9783	0.3094	137.7	145.2
50.945	0.4591	137.7	145.2
50.9394	0.4467	137.7	145.2
50.9742	0.3289	137.7	145.2
51.1855	0.2136	137.7	145.2
51.0289	-0.2206	137.7	145.2
42.1511	-2.2698	121.4	125.8
40.9503	-1.2333	123.6	125.8
42.059	-1.8637	136.2	142.4
50.609	-1.3654	121.4	124.1
51.2267	-0.1912	121.4	124.1
51.1329	-0.3235	121.4	124.1
50.8482	0.167	121.4	124.1
51.0469	-0.1982	121.4	124.1
51.1405	-1.2881	121.4	124.1
51.1839	1.3654	121.4	124.1
50.8746	0.139	121.4	124.1
50.6623	-1.1312	121.4	124.1
51.0289	-0.2206	121.4	124.1
50.9759	0.3055	142.6	142.9
51.061	-1.2908	142.6	142.9
50.8752	0.6412	142.6	142.9
50.9441	0.4584	142.6	142.9
50.9678	0.249	142.6	142.9
50.9635	-0.3212	142.6	142.9
50.9783	0.3094	142.6	142.9
50.945	0.4591	142.6	142.9
50.9394	0.4467	142.6	142.9
50.9742	0.3289	142.6	142.9
50.651	-2.366	142.6	142.9
50.609	-1.3654	121.4	124.1
50.8482	0.167	121.4	124.1
51.1047	-0.3074	121.4	124.1
51.1839	1.3654	121.4	124.1
50.8746	0.139	121.4	124.1
50.6623	-1.1312	121.4	124.1
50.6162	-1.371	121.4	124.1
50.609	-1.3654	121.4	124.1
51.0289	-0.2206	121.4	124.1
50.9759	0.3055	124.5	142.5
51.061	-1.2908	124.5	142.5
51.1329	-0.3235	124.5	142.5
50.8739	0.2308	124.5	142.5
51.0304	-0.1529	124.5	142.5
50.599	-1.9533	124.5	142.5
50.8752	0.6412	124.5	142.5
50.8343	0.2822	124.5	142.5
50.8954	0.6074	124.5	142.5
50.8755	0.2367	124.5	142.5
50.9678	0.249	124.5	142.5
50.9635	-0.3212	124.5	142.5
51.1405	-1.2881	124.5	142.5
50.908	0.6178	124.5	142.5
50.6168	-2.2233	124.5	142.5
50.8455	-1.0952	124.5	142.5
50.8746	0.139	124.5	142.5
51.0199	-0.3495	124.5	142.5
51.0382	0.3271	124.5	142.5
51.0289	-0.2206	124.5	142.5
51.0987	-0.3262	124.5	142.5
51.0289	-0.2206	124.5	142.5
50.916	0.5883	124.5	142.5
52.6781	9.4677	140.2	140.6
52.7451	7.4001	140.2	140.6
52.5102	7.0621	140.2	140.6
52.5829	7.0712	140.2	140.6
52.1894	7.0369	140.2	140.6
52.5198	7.3181	140.2	140.6
52.3409	7.5784	140.2	140.6
52.6484	7.0753	140.2	140.6
46.3835	5.767	140.2	140.6
46.3835	5.767	140.2	140.6
46.3835	5.767	140.2	140.6
44.2544	28.2152	141.9	147.1
51.0529	0.1396	141.9	147.1
51.816	-0.8166	141.9	147.1
50.9529	0.4004	141.9	147.1
50.9759	0.3055	141.9	147.1
51.8019	-0.8514	141.9	147.1
42.008	-1.9486	141.9	147.1
42.059	-1.8637	141.9	147.1
40.5662	8.1614	141.9	142.4
42.2052	1.3347	141.9	142.4
46.3835	5.767	141.9	147.1
51.061	-1.2908	141.9	147.1
50.599	-1.9533	141.9	147.1
50.8752	0.6412	141.9	147.1
50.6702	-2.5112	141.9	147.1
47.1473	7.2637	141.9	147.1
50.9441	0.4584	141.9	147.1
50.8954	0.6074	141.9	147.1
50.9678	0.249	141.9	147.1
50.9635	-0.3212	141.9	147.1
46.3835	5.767	141.9	147.1
51.1405	-1.2881	141.9	147.1
50.945	0.4591	141.9	147.1
50.9475	0.4463	141.9	147.1
50.9394	0.4467	141.9	147.1
51.8788	-0.8387	141.9	147.1
49.2218	3.4715	141.9	147.1
49.0841	3.474	141.9	147.1
49.1269	3.5708	141.9	147.1
50.8283	0.3167	141.9	147.1
50.6646	-2.4669	141.9	147.1
51.5634	-1.7923	141.9	147.1
47.1633	7.2879	141.9	147.1
55.8825	13.532	141.9	147.1
51.0289	-0.2206	141.9	147.1
51.4264	-0.2609	141.9	147.1
46.3835	5.767	141.9	147.1
46.3835	5.767	141.9	147.1
46.3835	5.767	141.9	147.1
51.9993	19.4238	143.1	143.7
51.9377	9.7922	144.1	147.1
51.9377	9.7922	144.1	147.1
51.9377	9.7922	144.1	147.1
51.9377	9.7922	144.1	147.1
51.9377	9.7922	144.1	147.1
51.9377	9.7922	144.1	147.1
51.9377	9.7922	144.1	147.1
51.9377	9.7922	144.1	147.1
51.9377	9.7922	144.1	147.1
42.1511	-2.2698	121.4	132.6
51.1438	-0.4632	121.4	136.1
51.1329	-0.3235	121.4	136.1
51.0304	-0.1529	121.4	136.1
50.8755	0.2367	121.4	136.1
51.1047	-0.3074	121.4	136.1
51.1405	-1.2881	121.4	136.1
50.8746	0.139	121.4	136.1
51.0199	-0.3495	121.4	136.1
51.0289	-0.2206	121.4	136.1
51.0987	-0.3262	121.4	136.1
50.9759	0.3055	139.5	143.6
51.061	-1.2908	139.5	143.6
50.599	-1.9533	139.5	143.6
50.8752	0.6412	139.5	143.6
50.9441	0.4584	139.5	143.6
50.8954	0.6074	139.5	143.6
51.1405	-1.2881	139.5	143.6
50.9783	0.3094	139.5	143.6
50.945	0.4591	139.5	143.6
50.9394	0.4467	139.5	143.6
50.9742	0.3289	139.5	143.6
51.0289	-0.2206	139.5	143.6
50.616	-2.1851	139.5	143.6
50.8482	0.167	123.2	123.3
51.1839	1.3654	123.2	123.3
50.8746	0.139	123.2	123.3
50.6162	-1.371	123.2	123.3
40.7602	0.2884	121.4	123.6
40.2234	-1.9764	121.4	123.6
50.599	-1.9533	139.5	141
51.1405	-1.2881	139.5	141
50.8739	0.2308	134.4	135.5
51.0213	-0.0329	134.4	135.5
50.8343	0.2822	134.4	135.5
51.0896	0.6517	134.4	135.5
51.0382	0.3271	134.4	135.5
50.916	0.5883	134.4	135.5
51.061	-1.2908	134.1	136.1
51.0213	-0.0329	134.1	136.1
51.1405	-1.2881	134.1	136.1
50.8455	-1.0952	134.1	136.1
51.7483	-1.1813	134.1	136.1
51.0289	-0.2206	134.1	136.1
51.0529	0.1396	141.1	141.9
50.9696	0.3097	141.1	141.9
50.9529	0.4004	141.1	141.9
50.9759	0.3055	141.1	141.9
51.061	-1.2908	141.1	141.9
50.599	-1.9533	141.1	141.9
50.8752	0.6412	141.1	141.9
50.9697	0.3301	141.1	141.9
50.8954	0.6074	141.1	141.9
50.9678	0.249	141.1	141.9
50.9635	-0.3212	141.1	141.9
50.9783	0.3094	141.1	141.9
50.945	0.4591	141.1	141.9
50.8283	0.3167	141.1	141.9
46.3835	5.767	141.1	141.9
51.0289	-0.2206	141.1	141.9
52.3409	7.5784	141.4	142.1
52.6484	7.0753	141.4	142.1
52.318	7.3552	141.4	142.1
52.2091	19.5759	143.7	145
52.0031	19.5685	143.7	145
51.9449	19.5492	143.7	145
51.1839	1.3654	121.4	123
50.8746	0.139	121.4	123
50.6623	-1.1312	121.4	123
50.6162	-1.371	121.4	123
51.0289	-0.2206	121.4	123
51.061	-1.2908	139.1	141.5
50.599	-1.9533	139.1	141.5
50.8752	0.6412	139.1	141.5
50.8954	0.6074	139.1	141.5
50.9635	-0.3212	139.1	141.5
51.1405	-1.2881	139.1	141.5
50.945	0.4591	139.1	141.5
51.1855	0.2136	139.1	141.5
50.8455	-1.0952	139.1	141.5
51.0289	-0.2206	139.1	141.5
51.3614	8.8031	140	140.6
52.5829	7.0712	140	140.6
52.5198	7.3181	140	140.6
52.4389	7.075	140	140.6
52.3409	7.5784	140	140.6
52.6484	7.0753	140	140.6
52.32	7.221	140	140.6
51.061	-1.2908	141	141.2
50.9635	-0.3212	141	141.2
51.0289	-0.2206	141	141.2
47.3828	18.2284	100.5	113
47.4768	18.2249	100.5	113
46.7726	0.4621	168.2	169.6
