clade	species	ts	te
0.0	Cypridea_aaleyensis	128.49144999806	117.26688386404864
0.0	Cypridea_aculeata	136.4021103403434	134.07032885123851
0.0	Cypridea_aemulans	142.86785588385885	138.1950159095191
0.0	Cypridea_alcaramae	136.73465940313403	136.36106427585275
0.0	Cypridea_alta	141.3857614931849	139.78091051605514
0.0	Cypridea_altissima	142.36651685540852	141.28614524614247
0.0	Cypridea_amisia	142.48839988526885	141.30840566798668
0.0	Cypridea_andersoni	141.85869445923458	140.39408988228882
0.0	Cypridea_arenosa	135.85234475631756	134.51957031261315
0.0	Cypridea_asseri	135.84402942662425	134.54593970487704
0.0	Cypridea_baidarensis	130.01710524100238	117.5937385901859
0.0	Cypridea_bimammata	141.68511173897738	139.2048174336143
0.0	Cypridea_binodosa	143.97473028231283	142.63075608462088
0.0	Cypridea_bispinosa	136.41459762268622	132.4920133319533
0.0	Cypridea_blackbushensis	137.6979926717367	134.62122070700707
0.0	Cypridea_boulmanensis	117.29224880482805	116.28876268649685
0.0	Cypridea_brendae	128.68496118917193	127.14649997207971
0.0	Cypridea_brevirostrata	142.0502500806108	138.74264017890175
0.0	Cypridea_bullata	118.27472536406366	117.33790083220836
0.0	Cypridea_buxtorfi	143.68414483623837	143.54854514305143
0.0	Cypridea_caudata	122.61760358288583	121.99230556555565
0.0	Cypridea_clavata	132.14691498404986	120.82582368721684
0.0	Cypridea_coelnothi	143.39891824436242	142.49398354789548
0.0	Cypridea_comptonensis	123.43712925759259	122.36061483247832
0.0	Cypridea_cuckmerensis	123.04322601675017	120.92114195505957
0.0	Cypridea_cyrtorostralis	118.42835486564864	117.49802212033121
0.0	Cypridea_daoudensis	128.47747812130123	125.04599673943738
0.0	Cypridea_darvelensis	142.0228191519115	140.7716143407234
0.0	Cypridea_delicatula	143.41408834744348	142.6014426105161
0.0	Cypridea_demnatensis	152.38243254828546	151.70402607666077
0.0	Cypridea_dolabrata	141.59302033512336	137.6808392275423
0.0	Cypridea_dorsispinata	132.38157828615286	127.89639193096933
0.0	Cypridea_dorsoinclinata	139.29659802152023	139.02067061754616
0.0	Cypridea_dunkeri	147.09847220197202	142.59508525555256
0.0	Cypridea_fasciata	124.14880864260643	120.9757075296653
0.0	Cypridea_frithwaldi	136.4435931927519	134.3686201807918
0.0	Cypridea_funduklensis	142.38735021029214	139.55679660669608
0.0	Cypridea_giffordi	135.8687636783468	134.53258281948817
0.0	Cypridea_granulosa	145.02105542221423	140.51355923436233
0.0	Cypridea_hamata	123.30210548328485	120.85678299674997
0.0	Cypridea_helenae	136.1284222665127	134.6065255481955
0.0	Cypridea_heliopolisensis	129.52851949599497	117.31748366653669
0.0	Cypridea_hispida	126.71147772660728	125.6858961787818
0.0	Cypridea_inaequalis	142.12106963664635	140.4445471090511
0.0	Cypridea_laevigata	141.5099667887179	132.50112241678417
0.0	Cypridea_lasius	136.32431463001635	133.43929230994308
0.0	Cypridea_lata	143.98038560086601	140.61541011906118
0.0	Cypridea_libanensis	130.92201057441576	117.60851707154072
0.0	Cypridea_marina	128.71085074475744	125.77701156799569
0.0	Cypridea_martini	142.0873257125271	141.30663107187075
0.0	Cypridea_melvillei	139.36218014592146	133.2179284488545
0.0	Cypridea_menevensis	139.6188226416064	135.11438524590244
0.0	Cypridea_mirabilis	143.8510351292013	143.71522751731518
0.0	Cypridea_mohandi	157.20119709079094	150.55542438407386
0.0	Cypridea_morula	139.2858437578776	138.9456563090931
0.0	Cypridea_obliqua	142.0818661918019	140.24096991851917
0.0	Cypridea_orientalis	123.28065803693036	119.0308595312653
0.0	Cypridea_parallela	141.26865952870529	140.15527896801967
0.0	Cypridea_paulsgrovensis	139.22878790060903	134.59370711963118
0.0	Cypridea_peltoides	145.46200108312084	141.81225141272412
0.0	Cypridea_pendae	136.10030038835387	134.27875015605156
0.0	Cypridea_penshurstensis	142.89832595798956	139.76915439134393
0.0	Cypridea_posticalis	143.64518762726624	142.6313489201292
0.0	Cypridea_primaeva	146.9355427410774	141.93415883220828
0.0	Cypridea_propunctata	141.6678846780568	139.32295296049963
0.0	Cypridea_pseudomarina	124.65367635946362	123.53155582189821
0.0	Cypridea_pumila	130.1280002113021	125.8844863425634
0.0	Cypridea_quadrangulata	124.53199947764476	110.18302851719517
0.0	Cypridea_recta	140.3010241608716	132.6762289192392
0.0	Cypridea_rhahelensis	127.92358428256283	124.90455000584005
0.0	Cypridea_rotundata	124.51819148418484	120.99384766408667
0.0	Cypridea_sagena	143.81656658123583	142.41032342451425
0.0	Cypridea_sidonensis	123.25608140701407	118.96534298347983
0.0	Cypridea_simplissima	145.03944203873039	137.45024131282312
0.0	Cypridea_soriana	139.3063021418014	139.01841148771487
0.0	Cypridea_spinigera	124.13644679584797	120.96196213661139
0.0	Cypridea_swanagensis	142.93153181564816	142.56910812129118
0.0	Cypridea_tayasirensis	130.83099818876187	123.38686115767158
0.0	Cypridea_tenuis	124.11564762181621	121.04734169027691
0.0	Cypridea_tuberculata	141.9379881116511	124.77406966309667
0.0	Cypridea_tumescens	147.1101219673897	141.90211774567743
0.0	Cypridea_valdensis	135.30589663268634	121.48678263313633
0.0	Cypridea_varians	143.53357457283573	139.23262834113342
0.0	Cypridea_vectae	123.48807414686146	122.99286770343703
0.0	Cypridea_ventriosa	119.72232113866136	118.76994218614185
0.0	Cypridea_ventrosa	140.70707933716335	139.58925986796868
