Taxon_name	Status	Min_Ma	Max_Ma
Cypridea_laevigata	extinct	132.6	141.6
Cypridea_laevigata	extinct	132.6	141.6
Cypridea_laevigata	extinct	132.6	141.6
Cypridea_lasius	extinct	133.4	136.4
Cypridea_lasius	extinct	133.4	136.4
Cypridea_lasius	extinct	133.4	136.4
Cypridea_lasius	extinct	133.4	136.4
Cypridea_lasius	extinct	133.4	136.4
Cypridea_lata	extinct	140.6	143.6
Cypridea_lata	extinct	140.6	143.6
Cypridea_lata	extinct	140.6	143.6
Cypridea_lata	extinct	140.6	143.6
Cypridea_lata	extinct	140.6	143.6
Cypridea_lata	extinct	140.6	143.6
Cypridea_lata	extinct	140.6	143.6
Cypridea_lata	extinct	140.6	143.6
Cypridea_lata	extinct	140.6	143.6
Cypridea_lata	extinct	140.6	143.6
Cypridea_lata	extinct	140.6	143.6
Cypridea_lata	extinct	140.6	143.6
Cypridea_lata	extinct	140.6	143.6
Cypridea_lata	extinct	140.6	143.6
Cypridea_lata	extinct	140.6	143.6
Cypridea_lata	extinct	140.6	143.6
Cypridea_lata	extinct	140.6	143.6
Cypridea_lata	extinct	140.6	143.6
Cypridea_lata	extinct	140.6	143.6
Cypridea_lata	extinct	140.6	143.6
Cypridea_lata	extinct	140.6	143.6
Cypridea_lata	extinct	140.6	143.6
Cypridea_marina	extinct	125.8	128.6
Cypridea_marina	extinct	125.8	128.6
Cypridea_marina	extinct	125.8	128.6
Cypridea_marina	extinct	125.8	128.6
Cypridea_martini	extinct	141.3	141.9
Cypridea_martini	extinct	141.3	141.9
Cypridea_martini	extinct	141.3	141.9
Cypridea_martini	extinct	141.3	141.9
Cypridea_martini	extinct	141.3	141.9
Cypridea_melvillei	extinct	133.2	139.5
Cypridea_melvillei	extinct	133.2	139.5
Cypridea_melvillei	extinct	133.2	139.5
Cypridea_melvillei	extinct	133.2	139.5
Cypridea_melvillei	extinct	133.2	139.5
Cypridea_melvillei	extinct	133.2	139.5
Cypridea_melvillei	extinct	133.2	139.5
Cypridea_melvillei	extinct	133.2	139.5
Cypridea_melvillei	extinct	133.2	139.5
Cypridea_melvillei	extinct	133.2	139.5
Cypridea_melvillei	extinct	133.2	139.5
Cypridea_melvillei	extinct	133.2	139.5
Cypridea_melvillei	extinct	133.2	139.5
Cypridea_menevensis	extinct	135.1	139.9
Cypridea_menevensis	extinct	135.1	139.9
Cypridea_menevensis	extinct	135.1	139.9
Cypridea_menevensis	extinct	135.1	139.9
Cypridea_menevensis	extinct	135.1	139.9
Cypridea_menevensis	extinct	135.1	139.9
Cypridea_menevensis	extinct	135.1	139.9
Cypridea_menevensis	extinct	135.1	139.9
Cypridea_menevensis	extinct	135.1	139.9
