Occurrence_Number	Taxon_name	Latitude	Longitude	Paleo_Latitude	Paleo_Longitude	Min_Ma	Max_Ma	Original_Assignment
306	Cypridea candeiensis	-12.6088	-38.6428	-9.8502	-5.1763	140.2	141.9	SAm
307	Cypridea cayelli	-45.0018	-67.8313	-45.3447	-33.8194	117.2	123.6	SAm_Arg
308	Cypridea conjugata	-12.7665	-39.0121	-12.202	-6.4442	122.8	123.6	SAm
309	Cypridea conjugata	-12.7665	-39.0121	-12.202	-6.4442	122.8	123.6	SAm
310	Cypridea craigi	-43.8636	-69.0234	-47.7378	-39.3431	101.6	118.5	SAm_Arg
311	Cypridea craigi	-43.8636	-69.0234	-47.7378	-39.3431	101.6	118.5	SAm_Arg
312	Cypridea craigi	-43.8636	-69.0234	-47.7378	-39.3431	101.6	118.5	SAm_Arg
313	Cypridea craigi	-43.8636	-69.0234	-47.7378	-39.3431	101.6	118.5	SAm_Arg
314	Cypridea cymerata	-39.4982	-70.2848	-39.6	-36.6266	117.2	125.8	SAm_Arg
315	Cypridea cymerata	-39.4982	-70.2848	-38.9015	-36.5153	121.4	125.8	SAm_Arg
316	Cypridea cymerata	-39.4982	-70.2848	-38.9015	-36.5153	121.4	125.8	SAm_Arg
317	Cypridea cymerata	-39.4982	-70.2848	-38.9015	-36.5153	121.4	125.8	SAm_Arg
318	Cypridea delicatula*	-45.0018	-67.8313	-45.3447	-33.8194	117.2	123.6	SAm_Arg
319	Cypridea dromedarius	-12.6088	-38.6428	-10.7908	-5.5546	130.9	136.1	SAm
320	Cypridea ellipsoidea	-12.6088	-38.6428	-10.686	-5.5118	128.5	140.2	SAm
321	Cypridea ellipsoidea	-12.7615	-38.618	-11.3287	-5.6824	128.5	132.2	SAm
322	Cypridea faveolata	-12.3585	-38.3824	-12.3085	-5.87	121	121.4	SAm
323	Cypridea feruglioi	-43.8636	-69.0234	-47.7378	-39.3431	101.6	118.5	SAm_Arg
324	Cypridea grekoffi	-12.6088	-38.6428	-10.2141	-5.321	136.1	140.2	SAm
325	Cypridea hadronodosa	-12.6088	-38.6428	-9.8502	-5.1763	140.2	141.9	SAm
326	Cypridea heliopolisensis hespera	-12.6088	-38.6428	-9.9823	-5.2286	136.1	143.9	SAm
327	Cypridea heliopolisensis hespera	-12.6088	-38.6428	-9.9823	-5.2286	136.1	143.9	SAm
328	Cypridea hystricoides	-12.6088	-38.6428	-11.8598	-6.0015	123.6	125.8	SAm
329	Cypridea hystricoides	-6.3325	-39.2319	-5.3374	-6.6572	126.7	127.1	SAm
330	Cypridea hystrix	-12.6088	-38.6428	-10.7107	-5.5218	132.2	136.1	SAm
331	Cypridea indiennensis	-12.6088	-38.6428	-9.9823	-5.2286	136.1	143.9	SAm
332	Cypridea indiennensis	-10.0575	-38.3572	-6.9924	-5.0198	142.8	143.9	SAm
333	Cypridea indiennensis	-10.0055	-38.3462	-6.9396	-5.0138	142.8	143.9	SAm
334	Cypridea infima	-12.6088	-38.6428	-9.9823	-5.2286	136.1	143.9	SAm
335	Cypridea infima	-12.6088	-38.6428	-9.9823	-5.2286	136.1	143.9	SAm
336	Cypridea insolita	-12.7665	-39.0121	-12.4365	-6.4702	122.2	122.3	SAm
337	Cypridea jequiensis	-13.8734	-40.0946	-13.7492	-7.5389	121	122.2	SAm
338	Cypridea kroemmelbeini	-12.6088	-38.6428	-10.2141	-5.321	136.1	140.2	SAm
339	Cypridea langei	-12.6088	-38.6428	-11.6977	-5.9325	123.6	128.5	SAm
340	Cypridea lenticuIa	-45.0018	-67.8313	-45.3447	-33.8194	117.2	123.6	SAm_Arg
341	Cypridea limae	-14.3982	-39.0221	-13.9971	-6.4475	122.2	122.8	SAm
342	Cypridea ludica	-39.4982	-70.2848	-39.6	-36.6266	117.2	125.8	SAm_Arg
343	Cypridea ludica	-39.4982	-70.2848	-38.9015	-36.5153	121.4	125.8	SAm_Arg
344	Cypridea ludica	-39.4982	-70.2848	-38.9015	-36.5153	121.4	125.8	SAm_Arg
345	Cypridea ludica	-39.519	-69.2849	-38.886	-35.5239	121.4	125.8	SAm_Arg
346	Cypridea lunula	-12.6088	-38.6428	-11.1769	-5.7138	128.5	132.2	SAm
347	Cypridea lunula	-12.7615	-38.618	-11.3287	-5.6824	128.5	132.2	SAm
348	Cypridea luzi	-12.3585	-38.3824	-9.9451	-5.0815	136.1	140.2	SAm
349	Cypridea maior	-12.6088	-38.6428	-10.2141	-5.321	136.1	140.2	SAm
350	Cypridea marginata	-45.0018	-67.8313	-45.3447	-33.8194	117.2	123.6	SAm_Arg
351	Cypridea marginata	-43.0431	-69.1322	-43.3038	-35.222	118.5	123.6	SAm_Arg
352	Cypridea minuscula	-12.6088	-38.6428	-9.9823	-5.2286	136.1	143.9	SAm
353	Cypridea minuscula	-12.6088	-38.6428	-9.9823	-5.2286	136.1	143.9	SAm
354	Cypridea minuscula	-12.6088	-38.6428	-9.9823	-5.2286	136.1	143.9	SAm
355	Cypridea minuscula	-12.6088	-38.6428	-9.9823	-5.2286	136.1	143.9	SAm
356	Cypridea miritiensis	-12.6088	-38.6428	-9.9823	-5.2286	136.1	143.9	SAm
357	Cypridea miritiensis	-12.6088	-38.6428	-9.9823	-5.2286	136.1	143.9	SAm
358	Cypridea modestissima	-39.4982	-70.2848	-38.9015	-36.5153	121.4	125.8	SAm_Arg
359	Cypridea modestissima	-39.4982	-70.2848	-38.9015	-36.5153	121.4	125.8	SAm_Arg
360	Cypridea modestissima	-39.4982	-70.2848	-38.9015	-36.5153	121.4	125.8	SAm_Arg
361	Cypridea muelleri	-12.6088	-38.6428	-11.329	-5.7773	127.3	130.9	SAm
362	Cypridea multipunctata 	-12.7665	-39.0121	-10.718	-5.8068	130.9	140.2	SAm
363	Cypridea nannorostrata	-12.7665	-39.0121	-12.202	-6.4442	122.8	123.6	SAm
364	Cypridea nodobliqua	-12.4667	-38.8333	-9.7244	-5.376	140.2	141.9	SAm
365	Cypridea oblonga	-45.0018	-67.8313	-45.3447	-33.8194	117.2	123.6	SAm_Arg
366	Cypridea opifera	-12.6088	-38.6428	-10.2141	-5.321	136.1	140.2	SAm
367	Cypridea ovalis	-45.0018	-67.8313	-45.3447	-33.8194	117.2	123.6	SAm_Arg
368	Cypridea ovalis	-43.0431	-69.1322	-43.3038	-35.222	118.5	123.6	SAm_Arg
369	Cypridea papilata	-45.0018	-67.8313	-45.3447	-33.8194	117.2	123.6	SAm_Arg
370	Cypridea papilata	-43.0431	-69.1322	-43.3038	-35.222	118.5	123.6	SAm_Arg
371	Cypridea paraibensis	-6.3325	-39.2319	-5.6013	-6.7158	124.2	125.1	SAm
372	Cypridea paraibensis	-6.3325	-39.2319	-5.3198	-6.6533	125.1	129	SAm
373	Cypridea paraibensis	-10.0055	-38.3462	-6.9396	-5.0138	142.8	143.9	SAm
374	Cypridea paraibensis	-6.7465	-38.3146	-3.6917	-5.2854	142.8	143.9	SAm
375	Cypridea poligonalis	-45.0018	-67.8313	-45.3447	-33.8194	117.2	123.6	SAm_Arg
376	Cypridea punctacentralis	-6.3325	-39.2319	-5.6013	-6.7158	124.2	125.1	SAm
377	Cypridea punctacentralis	-6.3325	-39.2319	-5.3198	-6.6533	125.1	129	SAm
378	Cypridea quadrilateralis	-12.6513	-38.5367	-11.5313	-5.739	125.8	129.7	SAm
379	Cypridea quadrilateralis	-12.6088	-38.6428	-11.4926	-5.8459	125.8	129.7	SAm
380	Cypridea quadrilateralis	-12.6088	-38.6428	-11.4926	-5.8459	125.8	129.7	SAm
381	Cypridea quadrilateralis	-12.6088	-38.6428	-11.4926	-5.8459	125.8	129.7	SAm
382	Cypridea quadrilateralis	-12.7697	-38.4919	-11.6488	-5.6904	125.8	129.7	SAm
383	Cypridea quadrilateralis	-12.4176	-38.204	-11.288	-5.4152	125.8	129.7	SAm
384	Cypridea quadrilateralis	-12.4176	-38.204	-11.288	-5.4152	125.8	129.7	SAm
385	Cypridea ranquiliensis	-43.0431	-69.1322	-44.277	-36.0619	113	121.4	SAm_Arg
386	Cypridea ranquiliensis	-38.3254	-69.8103	-39.5785	-36.9615	113	121.4	SAm_Arg
387	Cypridea renalis	-45.0018	-67.8313	-44.0273	-31.6184	125.8	136.2	SAm_Arg
388	Cypridea reticularis	-45.0018	-67.8313	-45.3447	-33.8194	117.2	123.6	SAm_Arg
389	Cypridea riojoanensis	-12.3585	-38.3824	-12.1415	-5.8582	121.4	122.2	SAm
390	Cypridea robusta	-12.6088	-38.6428	-10.3761	-5.3861	130.9	142.8	SAm
391	Cypridea rostralis	-45.0018	-67.8313	-45.3447	-33.8194	117.2	123.6	SAm_Arg
392	Cypridea salvadorensis	-12.6088	-38.6428	-10.1078	-5.2785	136.1	141.9	SAm
393	Cypridea sellata	-12.6088	-38.6428	-9.6861	-5.1116	141.9	142.8	SAm
394	Cypridea sellata	-8.8083	-37.8104	-5.8275	-4.6295	141.9	142.8	SAm
395	Cypridea sellata	-12.6088	-38.6428	-9.6861	-5.1116	141.9	142.8	SAm
396	Cypridea sellata	-12.6088	-38.6428	-9.6861	-5.1116	141.9	142.8	SAm
397	Cypridea semilunaris	-8.773	-37.8212	-8.1679	-5.3041	123.2	123.6	SAm
398	Cypridea semilunaris	-12.7665	-39.0121	-12.202	-6.4442	123.2	123.2	SAm
399	Cypridea simplissima*	-45.0018	-67.8313	-45.3447	-33.8194	117.2	123.6	SAm_Arg
400	Cypridea spinata	-12.3585	-38.3824	-12.3085	-5.87	121	121.4	SAm
401	Cypridea subcuadrata	-39.4982	-70.2848	-38.9015	-36.5153	121.4	125.8	SAm_Arg
402	Cypridea subcuadrata	-44.443	-69.9847	-43.8296	-35.894	121.4	125.8	SAm_Arg
403	Cypridea subtilis	-12.6088	-38.6428	-10.2141	-5.321	136.1	140.2	SAm
404	Cypridea subtrapezoidalis	-45.0018	-67.8313	-45.3447	-33.8194	117.2	123.6	SAm_Arg
405	Cypridea suspecta	-12.6088	-38.6428	-9.8502	-5.1763	140.2	141.9	SAm
406	Cypridea tchibodaensis	-10.0948	-36.7017	-9.8313	-4.2263	121.4	122.3	SAm
407	Cypridea tosca	-45.0018	-67.8313	-45.3447	-33.8194	117.2	123.6	SAm_Arg
408	Cypridea trinodosa	-12.6088	-38.6428	-9.5594	-5.062	142.8	143.9	SAm
409	Cypridea trinodosa	-12.6088	-38.6428	-9.5594	-5.062	142.8	143.9	SAm
410	Cypridea troelseni	-12.2759	-38.5312	-10.3472	-5.4204	128.5	140.2	SAm
411	Cypridea tucanoensis	-12.6088	-38.6428	-10.239	-5.331	134	141.9	SAm
412	Cypridea variebullata	-12.6088	-38.6428	-9.9823	-5.2286	136.1	143.9	SAm
413	Cypridea variebullata	-12.6088	-38.6428	-9.9823	-5.2286	136.1	143.9	SAm
414	Cypridea variebullata	-12.6088	-38.6428	-9.9823	-5.2286	136.1	143.9	SAm
415	Cypridea ventronodata	-12.6088	-38.6428	-10.649	-5.4966	130.9	138.4	SAm
416	Cypridea ventrospinata	-12.7665	-39.0121	-11.5903	-6.177	125.8	130.9	SAm
417	Cypridea ventrospinata	-12.7665	-39.0121	-11.5903	-6.177	125.8	130.9	SAm
418	Cypridea vianai	-10.0575	-38.3572	-6.9924	-5.0198	142.8	143.9	SAm
419	Cypridea vianai	-6.7465	-38.3146	-3.6917	-5.2854	142.8	143.9	SAm
420	Cypridea vianai	-6.7465	-38.3146	-3.6917	-5.2854	142.8	143.9	SAm
421	Cypridea volubilis	-39.4982	-70.2848	-38.9015	-36.5153	121.4	125.8	SAm_Arg
422	Cypridea volubilis	-39.4982	-70.2848	-38.9015	-36.5153	121.4	125.8	SAm_Arg
423	Cypridea volubilis	-39.4982	-70.2848	-38.9015	-36.5153	121.4	125.8	SAm_Arg
424	Cypridea volubilis	-44.443	-69.9847	-43.8296	-35.894	121.4	125.8	SAm_Arg
425	Cypridea volubilis	-44.5596	-69.9847	-43.9464	-35.8857	121.4	125.8	SAm_Arg
426	Cypridea vulgaris	-12.6088	-38.6428	-10.686	-5.5118	128.5	140.2	SAm
427	Kegelina armata	-12.6088	-38.6428	-9.4245	-5.07	143.9	145	SAm
428	Kegelina bisculpturata	-12.6088	-38.6428	-9.4245	-5.07	143.9	145	SAm
429	Kegelina bisculpturata	-12.6088	-38.6428	-9.4245	-5.07	143.9	145	SAm
430	Kegelina depressa	-12.3585	-38.3824	-9.1504	-4.8372	143.9	145	SAm
431	Kegelina kegeli	-12.6088	-38.6428	-9.4245	-5.07	143.9	145	SAm
432	Kegelina kegeli	-12.6088	-38.6428	-9.4245	-5.07	143.9	145	SAm
433	Paracypridea bicallosa	-12.6088	-38.6428	-10.4569	-5.4187	134	138.4	SAm
434	Paracypridea brasiliensis	-12.6088	-38.6428	-10.649	-5.4966	130.9	138.4	SAm
435	Paracypridea brasiliensis	-12.6088	-38.6428	-10.649	-5.4966	130.9	138.4	SAm
436	Paracypridea brasiliensis	-8.8026	-37.8249	-6.8023	-4.9116	130.9	138.4	SAm
437	Paracypridea connectens	-12.6088	-38.6428	-11.6977	-5.9325	123.6	128.5	SAm
438	Paracypridea elegans	-12.6088	-38.6428	-11.067	-5.6683	128.5	134	SAm
439	Paracypridea elegans	-12.6088	-38.6428	-11.067	-5.6683	128.5	134	SAm
440	Paracypridea elegans	-12.6088	-38.6428	-11.067	-5.6683	128.5	134	SAm
441	Paracypridea impar	-12.6088	-38.6428	-10.686	-5.5118	128.5	140.2	SAm
442	Paracypridea langdoni	-12.6088	-38.6428	-11.2561	-5.7468	128.5	130.9	SAm
443	Paracypridea maacki	-12.6088	-38.6428	-10.5685	-5.4639	132.2	138.4	SAm
444	Paracypridea obovata	-12.6088	-38.6428	-11.42	-5.8154	125.8	130.9	SAm
445	Paracypridea obovata	-12.6088	-38.6428	-11.42	-5.8154	125.8	130.9	SAm
446	Paracypridea obovata	-12.7697	-38.4919	-11.5758	-5.6595	125.8	130.9	SAm
447	Paracypridea quadrirugosa	-12.6088	-38.6428	-11.8957	-6.0168	123	125.8	SAm
448	Paracypridea quadrirugosa	-8.773	-37.8212	-8.0454	-5.2687	123	125.8	SAm
449	Paracypridea quadrirugosa	-12.6513	-38.5367	-11.9358	-5.9103	123	125.8	SAm
450	Paracypridea quadrirugosa	-12.6088	-38.6428	-11.8957	-6.0168	123	125.8	SAm
451	Paracypridea quadrirugosa	-12.6088	-38.6428	-11.8957	-6.0168	123	125.8	SAm
452	Paracypridea rhomboidalis	-12.6088	-38.6428	-11.4563	-5.8306	126.4	129.7	SAm
453	Paracypridea rhomboidalis	-12.6513	-38.5367	-11.4949	-5.7237	126.4	129.7	SAm
454	Paracypridea similis	-12.6088	-38.6428	-11.1769	-5.7138	128.5	132.2	SAm
455	Paracypridea similis	-12.6088	-38.6428	-11.1769	-5.7138	128.5	132.2	SAm
456	Paracypridea similis	-12.6088	-38.6428	-11.1769	-5.7138	128.5	132.2	SAm
457	Paraplesiocypridea alloios	-50.3048	-58.9437	-48.6859	-22.2943	121.4	139.8	SAm_Arg
458	Praecypridea acuta	-12.6088	-38.6428	-9.4245	-5.07	143.9	145	SAm
459	Cypridea aculeata	50.8739	0.2308	41.5887	10.0704	134.1	136.4	Eu
460	Cypridea aculeata	51.0213	-0.0329	41.732	9.8435	134.1	136.4	Eu
461	Cypridea aculeata	50.8343	0.2822	41.5494	10.1146	134.1	136.4	Eu
462	Cypridea aculeata	50.8954	0.6074	41.6151	10.3869	134.1	136.4	Eu
463	Cypridea aculeata	50.9635	-0.3212	41.6712	9.6024	134.1	136.4	Eu
464	Cypridea aculeata	51.1405	-1.2881	41.837	8.7833	134.1	136.4	Eu
465	Cypridea aculeata	50.908	0.6178	41.6283	10.3958	134.1	136.4	Eu
466	Cypridea aculeata	51.1329	-0.3235	41.8402	9.5953	134.1	136.4	Eu
467	Cypridea aculeata	51.1008	-0.3239	41.8082	9.5961	134.1	136.4	Eu
468	Cypridea aculeata	50.9394	0.4467	41.6567	10.2506	134.1	136.4	Eu
469	Cypridea aculeata	51.0731	-0.0673	41.7835	9.8134	134.1	136.4	Eu
470	Cypridea aculeata	50.8455	-1.0952	41.5441	8.9527	134.1	136.4	Eu
471	Cypridea aculeata	51.7483	-1.1813	42.4451	8.8594	134.1	136.4	Eu
472	Cypridea aculeata	51.0382	0.3271	41.754	10.1464	134.1	136.4	Eu
473	Cypridea aculeata	51.0289	-0.2206	41.7375	9.6849	134.1	136.4	Eu
474	Cypridea aculeata	50.916	0.5883	41.6358	10.3702	134.1	136.4	Eu
475	Cypridea aemulans	50.9696	0.3097	41.9591	9.6798	138.4	142.9	Eu
476	Cypridea aemulans	50.9529	0.4004	41.9438	9.7566	138.4	142.9	Eu
477	Cypridea aemulans	50.9759	0.3055	41.965	9.6761	138.4	142.9	Eu
478	Cypridea aemulans	51.061	-1.2908	42.0238	8.3219	138.4	142.9	Eu
479	Cypridea aemulans	51.0304	-0.1529	42.0109	9.2857	138.4	142.9	Eu
480	Cypridea aemulans	50.599	-1.9533	41.5528	7.7748	138.4	142.9	Eu
481	Cypridea aemulans	50.8752	0.6412	41.8703	9.9638	138.4	142.9	Eu
482	Cypridea aemulans	50.9697	0.3301	41.9595	9.6967	138.4	142.9	Eu
483	Cypridea aemulans	50.8954	0.6074	41.8897	9.9342	138.4	142.9	Eu
484	Cypridea aemulans	50.8665	0.567	41.8609	9.9015	138.4	142.9	Eu
485	Cypridea aemulans	50.9635	-0.3212	41.9421	9.1459	138.4	142.9	Eu
486	Cypridea aemulans	51.1405	-1.2881	42.1039	8.3219	138.4	142.9	Eu
487	Cypridea aemulans	50.9783	0.3094	41.9671	9.6786	138.4	142.9	Eu
488	Cypridea aemulans	50.945	0.4591	41.9369	9.8069	138.4	142.9	Eu
489	Cypridea aemulans	50.9394	0.4467	41.9307	9.797	138.4	142.9	Eu
490	Cypridea aemulans	51.1855	0.2136	42.1723	9.5902	138.4	142.9	Eu
491	Cypridea aemulans	50.8455	-1.0952	41.8118	8.4946	138.4	142.9	Eu
492	Cypridea aemulans	51.0289	-0.2206	42.0087	9.2282	138.4	142.9	Eu
493	Cypridea alcaramae	42.059	-1.8637	32.9574	8.5953	132.6	139.8	Eu
494	Cypridea aleksandrowiensis	52.8813	18.6953	44.7241	24.9104	141.6	143.7	Eu
495	Cypridea alta	50.9529	0.4004	41.9362	9.7691	139.8	141.2	Eu
496	Cypridea alta	50.9759	0.3055	41.9575	9.6887	139.8	141.2	Eu
497	Cypridea alta	52.0001	6.8026	43.1521	15.1097	139.8	141.4	Eu
498	Cypridea alta	51.061	-1.2908	42.0165	8.3346	139.8	141.2	Eu
499	Cypridea alta	51.0304	-0.1529	42.0034	9.2982	139.8	141.2	Eu
500	Cypridea alta	50.599	-1.9533	41.5455	7.7874	139.8	141.2	Eu
501	Cypridea alta	50.8752	0.6412	41.8628	9.9763	139.8	141.2	Eu
502	Cypridea alta	50.9678	0.249	41.9485	9.6407	139.8	141.2	Eu
503	Cypridea alta	50.945	0.4591	41.9293	9.8194	139.8	141.2	Eu
504	Cypridea alta	50.9394	0.4467	41.9231	9.8095	139.8	141.2	Eu
505	Cypridea alta	50.8455	-1.0952	41.8044	8.5072	139.8	141.2	Eu
506	Cypridea alta	51.0289	-0.2206	42.0012	9.2407	139.8	141.2	Eu
507	Cypridea alta	51.3614	8.8031	42.5735	16.8642	140.2	140.6	Eu
508	Cypridea alta	52.7802	7.9837	43.9602	16.0586	140.2	140.6	Eu
509	Cypridea alta	52.3591	7.1444	43.5329	15.3537	140.2	141.4	Eu
510	Cypridea alta	52.8584	7.3243	44.0152	15.4989	140.2	140.6	Eu
511	Cypridea alta	53.1488	8.2247	44.3371	16.2301	140.2	140.6	Eu
512	Cypridea alta	52.6783	7.9627	43.8576	16.0492	140.2	140.6	Eu
513	Cypridea alta	52.5909	8.4805	43.7893	16.4905	140.2	140.6	Eu
514	Cypridea alta	52.5909	8.4805	43.7893	16.4905	140.2	140.6	Eu
515	Cypridea alta	52.6484	7.0753	43.7972	15.3062	140.2	140.6	Eu
516	Cypridea alta	52.4963	7.936	43.7083	15.9928	140.6	141.4	Eu
517	Cypridea alta	52.9222	7.53	44.1193	15.6176	140.6	141.4	Eu
518	Cypridea alta	52.5829	7.0712	43.7651	15.259	140.6	141.4	Eu
519	Cypridea alta	52.794	7.861	44.0031	15.9056	140.6	141.4	Eu
520	Cypridea alta	52.5198	7.3181	43.7106	15.4714	140.6	141.4	Eu
521	Cypridea alta	52.3409	7.5784	43.5409	15.7041	140.6	141.4	Eu
522	Cypridea alta	52.318	7.3552	43.5102	15.5182	140.6	141.4	Eu
523	Cypridea alta	52.68	9.3226	43.9436	17.143	140.6	141.4	Eu
524	Cypridea alta	52.8612	7.365	44.0527	15.4841	140.6	141.4	Eu
525	Cypridea alta	55.0832	14.8015	46.5835	21.4592	140.6	141.4	Eu
526	Cypridea altissima	51.0529	0.1396	42.0992	9.4325	141.1	142.6	Eu
527	Cypridea altissima	50.9529	0.4004	42.0042	9.6569	141.1	142.6	Eu
528	Cypridea altissima	50.9759	0.3055	42.0253	9.5763	141.1	142.6	Eu
529	Cypridea altissima	52.6781	9.4677	43.9896	17.2053	141.4	142.1	Eu
530	Cypridea altissima	52.6783	9.7581	44.0011	17.4492	141.4	142.1	Eu
531	Cypridea altissima	51.3614	8.8031	42.6493	16.7587	141.4	142.1	Eu
532	Cypridea altissima	52.7451	7.4001	43.9794	15.4617	141.4	142.1	Eu
533	Cypridea altissima	52.5102	7.0621	43.7331	15.1962	141.4	142.1	Eu
534	Cypridea altissima	52.7802	7.9837	44.0351	15.9493	141.4	142.1	Eu
535	Cypridea altissima	52.794	7.861	44.0447	15.8449	141.4	142.1	Eu
536	Cypridea altissima	52.8584	7.3243	44.0896	15.3889	141.4	142.1	Eu
537	Cypridea altissima	52.5198	7.3181	43.7519	15.4107	141.4	142.1	Eu
538	Cypridea altissima	52.3409	7.5784	43.5823	15.6438	141.4	142.1	Eu
539	Cypridea altissima	52.5909	8.4805	43.8647	16.3821	141.4	142.1	Eu
540	Cypridea altissima	52.6677	7.2429	43.8971	15.336	141.4	142.1	Eu
541	Cypridea altissima	52.318	7.3552	43.5515	15.4578	141.4	142.1	Eu
542	Cypridea altissima	51.061	-1.2908	42.0778	8.2291	141.4	142.1	Eu
543	Cypridea altissima	50.599	-1.9533	41.6062	7.6823	141.4	142.1	Eu
544	Cypridea altissima	50.8752	0.6412	41.9259	9.8727	141.4	142.1	Eu
545	Cypridea altissima	50.8954	0.6074	41.9452	9.843	141.4	142.1	Eu
546	Cypridea altissima	50.9678	0.249	42.0112	9.5366	141.4	142.1	Eu
547	Cypridea altissima	50.945	0.4591	41.9923	9.7155	141.4	142.1	Eu
548	Cypridea altissima	50.9394	0.4467	41.986	9.7056	141.4	142.1	Eu
549	Cypridea altissima	51.0289	-0.2206	42.0636	9.1361	141.4	142.1	Eu
550	Cypridea amisia	50.9529	0.4004	42.0067	9.6527	141.3	142.5	Eu
551	Cypridea amisia	50.9759	0.3055	42.0278	9.5721	141.3	142.5	Eu
552	Cypridea amisia	51.061	-1.2908	42.0851	8.2164	141.3	142.5	Eu
553	Cypridea amisia	50.599	-1.9533	41.6135	7.6697	141.3	142.5	Eu
554	Cypridea amisia	50.8752	0.6412	41.9334	9.8602	141.3	142.5	Eu
555	Cypridea amisia	50.8954	0.6074	41.9528	9.8306	141.3	142.5	Eu
556	Cypridea amisia	50.9678	0.249	42.0188	9.5241	141.3	142.5	Eu
557	Cypridea amisia	50.9783	0.3094	42.0299	9.5746	141.3	142.5	Eu
558	Cypridea amisia	50.945	0.4591	41.9998	9.703	141.3	142.5	Eu
559	Cypridea amisia	51.1855	0.2136	42.235	9.4857	141.3	142.5	Eu
560	Cypridea amisia	51.1855	0.2136	42.235	9.4857	141.3	142.5	Eu
561	Cypridea amisia	50.8455	-1.0952	41.8733	8.3897	141.3	142.5	Eu
562	Cypridea amisia	46.3835	5.767	37.5792	14.4932	141.3	142.5	Eu
563	Cypridea amisia	51.0289	-0.2206	42.071	9.1236	141.3	142.5	Eu
564	Cypridea amisia	52.3839	10.1844	43.7251	17.8351	141.4	142.1	Eu
565	Cypridea amisia	52.5102	7.0621	43.7331	15.1962	141.4	142.1	Eu
566	Cypridea amisia	52.6484	7.0753	43.8713	15.1964	141.4	142.1	Eu
567	Cypridea andersoni	50.9759	0.3055	41.9902	9.6345	140.4	141.9	Eu
568	Cypridea andersoni	51.061	-1.2908	42.0484	8.2797	140.4	141.9	Eu
569	Cypridea andersoni	50.8752	0.6412	41.8956	9.9223	140.4	141.9	Eu
570	Cypridea andersoni	50.9635	-0.3212	41.967	9.104	140.4	141.9	Eu
571	Cypridea andersoni	51.1405	-1.2881	42.1284	8.2796	140.4	141.9	Eu
572	Cypridea andersoni	50.945	0.4591	41.9621	9.7653	140.4	141.9	Eu
573	Cypridea andersoni	51.1855	0.2136	42.1974	9.5483	140.4	141.9	Eu
574	Cypridea andersoni	51.0289	-0.2206	42.0337	9.1863	140.4	141.9	Eu
575	Cypridea andersoni	52.5102	7.0621	43.6919	15.257	140.6	141.4	Eu
576	Cypridea andersoni	52.5829	7.0712	43.7651	15.259	140.6	141.4	Eu
577	Cypridea andersoni	52.8584	7.3243	44.0483	15.4499	140.6	141.4	Eu
578	Cypridea aragonensis	42.1511	-2.2698	32.586	9.4798	121.4	132.6	Eu
579	Cypridea aragonensis	42.059	-1.8637	32.3594	9.7391	121.4	132.6	Eu
580	Cypridea arenosa	51.061	-1.2908	41.7545	8.7869	134.6	135.8	Eu
581	Cypridea arenosa	50.8739	0.2308	41.5861	10.0746	134.6	135.8	Eu
582	Cypridea arenosa	51.0213	-0.0329	41.7295	9.8478	134.6	135.8	Eu
583	Cypridea arenosa	50.8343	0.2822	41.5468	10.1189	134.6	135.8	Eu
584	Cypridea arenosa	42.7929	-4.2604	34.3981	7.2496	134.6	135.8	Eu
585	Cypridea arenosa	42.6954	-3.9571	34.2032	7.4255	134.6	135.8	Eu
586	Cypridea arenosa	50.908	0.6178	41.6257	10.4	134.6	135.8	Eu
587	Cypridea arenosa	51.0382	0.3271	41.7514	10.1506	134.6	135.8	Eu
588	Cypridea arenosa	51.0289	-0.2206	41.735	9.6891	134.6	135.8	Eu
589	Cypridea arenosa	50.916	0.5883	41.6333	10.3744	134.6	135.8	Eu
590	Cypridea asseri	50.8739	0.2308	41.5861	10.0746	134.6	135.8	Eu
591	Cypridea asseri	51.0213	-0.0329	41.7295	9.8478	134.6	135.8	Eu
592	Cypridea asseri	50.8343	0.2822	41.5468	10.1189	134.6	135.8	Eu
593	Cypridea asseri	51.1405	-1.2881	41.8345	8.7876	134.6	135.8	Eu
594	Cypridea asseri	51.0382	0.3271	41.7514	10.1506	134.6	135.8	Eu
595	Cypridea asseri	51.0289	-0.2206	41.735	9.6891	134.6	135.8	Eu
596	Cypridea asseri	50.916	0.5883	41.6333	10.3744	134.6	135.8	Eu
597	Cypridea bimammata	50.9759	0.3055	41.9625	9.6803	139.5	141.7	Eu
598	Cypridea bimammata	51.061	-1.2908	42.0214	8.3261	139.5	141.7	Eu
599	Cypridea bimammata	50.8752	0.6412	41.8678	9.968	139.5	141.7	Eu
600	Cypridea bimammata	50.8954	0.6074	41.8872	9.9384	139.5	141.7	Eu
601	Cypridea bimammata	51.1405	-1.2881	42.1014	8.3262	139.5	141.7	Eu
602	Cypridea bimammata	50.9783	0.3094	41.9646	9.6828	139.5	141.7	Eu
603	Cypridea bimammata	50.945	0.4591	41.9344	9.8111	139.5	141.7	Eu
604	Cypridea bimammata	51.0289	-0.2206	42.0062	9.2324	139.5	141.7	Eu
605	Cypridea binodosa	52.6781	9.4677	44.0996	17.1203	142.5	144.1	Eu
606	Cypridea binodosa	52.6783	9.7581	44.1118	17.3645	142.5	144.1	Eu
