Occurrence_Number	Taxon_name	Latitude	Longitude	Paleo_Latitude	Paleo_Longitude	Min_Ma	Max_Ma	Original_Assignment
607	Cypridea binodosa	46.3835	5.767	37.6739	14.4449	142.5	144.1	Eu
608	Cypridea binodosa	49.1269	3.5708	40.3446	12.3793	142.5	144.1	Eu
609	Cypridea binodosa	52.5627	17.6432	44.4082	24.032	143.1	143.7	Eu
610	Cypridea bispinosa	51.061	-1.2908	41.7197	8.8472	132.6	136.4	Eu
611	Cypridea bispinosa	50.8739	0.2308	41.5505	10.1341	132.6	136.4	Eu
612	Cypridea bispinosa	51.0008	-0.1266	41.6728	9.8289	132.6	136.4	Eu
613	Cypridea bispinosa	51.1282	-0.0095	41.8012	9.9239	132.6	136.4	Eu
614	Cypridea bispinosa	51.0213	-0.0329	41.6939	9.9075	132.6	136.4	Eu
615	Cypridea bispinosa	50.8343	0.2822	41.5112	10.1782	132.6	136.4	Eu
616	Cypridea bispinosa	51.1533	0.2778	41.83	10.1656	132.6	136.4	Eu
617	Cypridea bispinosa	51.217	-2.9723	41.8625	7.4301	132.6	136.4	Eu
618	Cypridea bispinosa	51.0079	-0.2026	41.6788	9.7647	132.6	136.4	Eu
619	Cypridea bispinosa	51.1405	-1.2881	41.7997	8.848	132.6	136.4	Eu
620	Cypridea bispinosa	50.908	0.6178	41.5899	10.4593	132.6	136.4	Eu
621	Cypridea bispinosa	51.0731	-0.0673	41.7455	9.8774	132.6	136.4	Eu
622	Cypridea bispinosa	51.079	-0.0399	41.7518	9.9	132.6	136.4	Eu
623	Cypridea bispinosa	51.7483	-1.1813	42.4077	8.9248	132.6	136.4	Eu
624	Cypridea bispinosa	51.1442	0.248	41.8206	10.1406	132.6	136.4	Eu
625	Cypridea bispinosa	51.1642	0.2638	41.8408	10.1535	132.6	136.4	Eu
626	Cypridea bispinosa	51.0382	0.3271	41.7157	10.2102	132.6	136.4	Eu
627	Cypridea bispinosa	51.0289	-0.2206	41.6996	9.7489	132.6	136.4	Eu
628	Cypridea bispinosa	50.916	0.5883	41.5974	10.4337	132.6	136.4	Eu
629	Cypridea blackbushensis	51.0942	0.4806	41.8581	10.1981	134.6	137.7	Eu
630	Cypridea blackbushensis	51.061	-1.2908	41.8017	8.7052	134.6	137.7	Eu
631	Cypridea blackbushensis	50.8343	0.2822	41.5952	10.0385	134.6	137.7	Eu
632	Cypridea blackbushensis	51.1405	-1.2881	41.8817	8.7059	134.6	137.7	Eu
633	Cypridea blackbushensis	50.908	0.6178	41.6743	10.3197	134.6	137.7	Eu
634	Cypridea blackbushensis	51.0382	0.3271	41.7998	10.07	134.6	137.7	Eu
635	Cypridea blackbushensis	51.0289	-0.2206	41.783	9.6082	134.6	137.7	Eu
636	Cypridea blackbushensis	50.916	0.5883	41.6818	10.2942	134.6	137.7	Eu
637	Cypridea brendae	51.0304	-0.1529	41.4048	10.7496	127.3	128.5	Eu
638	Cypridea brendae	50.8755	0.2367	41.2519	11.0776	127.3	128.5	Eu
639	Cypridea brendae	50.8283	0.3167	41.2042	11.1451	127.3	128.5	Eu
640	Cypridea brendae	50.8746	0.139	41.2506	10.9954	127.3	128.5	Eu
641	Cypridea brendae	51.0289	-0.2206	41.4037	10.6925	127.3	128.5	Eu
642	Cypridea brendae	51.0987	-0.3262	41.4735	10.6042	127.3	128.5	Eu
643	Cypridea brevirostrata	50.9529	0.4004	41.9236	9.79	138.8	141.7	Eu
644	Cypridea brevirostrata	50.9759	0.3055	41.9449	9.7095	138.8	141.7	Eu
645	Cypridea brevirostrata	51.061	-1.2908	42.0042	8.3558	138.8	141.7	Eu
646	Cypridea brevirostrata	50.599	-1.9533	41.5334	7.8085	138.8	141.7	Eu
647	Cypridea brevirostrata	50.8752	0.6412	41.8501	9.9971	138.8	141.7	Eu
648	Cypridea brevirostrata	50.9635	-0.3212	41.9221	9.1794	138.8	141.7	Eu
649	Cypridea brevirostrata	51.1405	-1.2881	42.0842	8.3558	138.8	141.7	Eu
650	Cypridea brevirostrata	50.945	0.4591	41.9167	9.8402	138.8	141.7	Eu
651	Cypridea brevirostrata	50.6384	-2.375	41.5672	7.4498	138.8	141.7	Eu
652	Cypridea brevirostrata	50.8455	-1.0952	41.7921	8.5282	138.8	141.7	Eu
653	Cypridea brevirostrata	51.0289	-0.2206	41.9888	9.2617	138.8	141.7	Eu
654	Cypridea brevirostrata	50.616	-2.1851	41.5475	7.6114	138.8	141.7	Eu
655	Cypridea brevirostrata	52.6781	9.4677	43.9557	17.2531	140.2	142.1	Eu
656	Cypridea brevirostrata	52.6783	9.7581	43.9672	17.4968	140.2	142.1	Eu
657	Cypridea brevirostrata	52.7451	7.4001	43.9463	15.5104	140.2	142.1	Eu
658	Cypridea brevirostrata	52.5102	7.0621	43.7002	15.2449	140.2	142.1	Eu
659	Cypridea brevirostrata	52.5829	7.0712	43.7734	15.2468	140.2	142.1	Eu
660	Cypridea brevirostrata	52.3591	7.1444	43.5522	15.3254	140.2	142.1	Eu
661	Cypridea brevirostrata	52.8584	7.3243	44.0565	15.4377	140.2	142.1	Eu
662	Cypridea brevirostrata	52.5198	7.3181	43.7189	15.4593	140.2	142.1	Eu
663	Cypridea brevirostrata	52.3409	7.5784	43.5492	15.692	140.2	142.1	Eu
664	Cypridea brevirostrata	52.6484	7.0753	43.8384	15.2451	140.2	142.1	Eu
665	Cypridea brevirostrata	42.853	-2.68	34.2664	8.0231	140.6	142.1	Eu
666	Cypridea bullata	40.2234	-1.9764	29.9505	8.2078	113	123.6	Eu
667	Cypridea buxtorfi	52.6783	9.7581	44.1301	17.3516	142.1	145	Eu
668	Cypridea caudata	50.609	-1.3654	40.6007	10.8078	121.4	123.3	Eu
669	Cypridea cidacosia	42.2118	-2.2377	32.6277	9.5396	121.4	132.6	Eu
670	Cypridea cidacosia	42.1511	-2.2698	32.586	9.4798	121.4	132.6	Eu
671	Cypridea cidacosia	42.059	-1.8637	32.3594	9.7391	121.4	132.6	Eu
672	Cypridea clavata	51.1879	0.6817	41.4986	11.6919	121.4	132.5	Eu
673	Cypridea clavata	51.061	-1.2908	41.0512	10.8856	121.4	123.3	Eu
674	Cypridea clavata	51.1329	-0.3235	41.4435	10.8499	121.4	132.5	Eu
675	Cypridea clavata	50.8739	0.2308	40.8417	12.1484	121.4	123.3	Eu
676	Cypridea clavata	51.0304	-0.1529	41.3403	10.9929	121.4	132.5	Eu
677	Cypridea clavata	50.599	-1.9533	40.6011	10.3162	121.4	123.3	Eu
678	Cypridea clavata	51.1869	0.6859	41.4976	11.6952	121.4	132.5	Eu
679	Cypridea clavata	51.0213	-0.0329	40.9921	11.9324	121.4	123.3	Eu
680	Cypridea clavata	50.8343	0.2822	40.801	12.1898	121.4	123.3	Eu
681	Cypridea clavata	50.8755	0.2367	41.1862	11.3196	121.4	132.5	Eu
682	Cypridea clavata	50.9635	-0.3212	41.2745	10.852	121.4	132.5	Eu
683	Cypridea clavata	51.1405	-1.2881	41.1312	10.8909	121.4	123.3	Eu
684	Cypridea clavata	50.908	0.6178	40.8708	12.4719	121.4	123.3	Eu
685	Cypridea clavata	50.8283	0.3167	41.1383	11.3868	121.4	132.5	Eu
686	Cypridea clavata	51.0731	-0.0673	41.0446	11.9056	121.4	123.3	Eu
687	Cypridea clavata	51.1508	0.736	41.4616	11.7372	121.4	132.5	Eu
688	Cypridea clavata	50.8746	0.139	41.1852	11.2375	121.4	132.5	Eu
689	Cypridea clavata	51.0896	0.6517	41.0524	12.5048	121.4	123.3	Eu
690	Cypridea clavata	51.242	0.1977	41.5522	11.2869	121.4	132.5	Eu
691	Cypridea clavata	50.6162	-1.371	40.6078	10.8031	121.4	123.3	Eu
692	Cypridea clavata	51.0199	-0.3495	41.3305	10.8278	121.4	132.5	Eu
693	Cypridea clavata	51.0873	0.5531	41.0506	12.4223	121.4	123.3	Eu
694	Cypridea clavata	51.1251	-0.4152	41.4356	10.7737	121.4	132.5	Eu
695	Cypridea clavata	51.0382	0.3271	41.0044	12.2328	121.4	123.3	Eu
696	Cypridea clavata	51.0987	-0.3262	41.4095	10.8481	121.4	132.5	Eu
697	Cypridea clavata	51.0289	-0.2206	41.3394	10.9359	121.4	132.5	Eu
698	Cypridea clavata	50.916	0.5883	40.8792	12.4471	121.4	123.3	Eu
699	Cypridea clavata	51.2235	0.4303	41.5343	11.481	121.4	132.5	Eu
700	Cypridea clavata	51.1858	0.5313	41.2367	12.4513	123.3	124.1	Eu
701	Cypridea clavata	51.0115	-0.454	41.0751	11.625	123.3	124.1	Eu
702	Cypridea clavata	51.0289	-0.2206	41.0897	11.8199	123.3	124.1	Eu
703	Cypridea coelnothi	50.9759	0.3055	42.089	9.5159	142.5	143.4	Eu
704	Cypridea coelnothi	50.8752	0.6412	41.9952	9.8047	142.5	143.4	Eu
705	Cypridea coelnothi	50.9441	0.4584	42.0602	9.6463	142.5	143.4	Eu
706	Cypridea coelnothi	50.9678	0.249	42.0798	9.468	142.5	143.4	Eu
707	Cypridea coelnothi	50.9635	-0.3212	42.0644	8.9848	142.5	143.4	Eu
708	Cypridea coelnothi	51.0102	0.7413	42.1323	9.8832	142.5	143.4	Eu
709	Cypridea coelnothi	51.0102	0.7413	42.1323	9.8832	142.5	143.4	Eu
710	Cypridea coelnothi	50.9783	0.3094	42.0911	9.5184	142.5	143.4	Eu
711	Cypridea coelnothi	50.945	0.4591	42.0613	9.6471	142.5	143.4	Eu
712	Cypridea coelnothi	50.9394	0.4467	42.055	9.6372	142.5	143.4	Eu
713	Cypridea coelnothi	50.9742	0.3289	42.0875	9.5355	142.5	143.4	Eu
714	Cypridea comptonensis	50.6653	-1.4835	40.6906	10.926	122.6	123.3	Eu
715	Cypridea comptonensis	51.1839	1.3654	41.1623	13.3201	122.6	123.3	Eu
716	Cypridea comptonensis	50.8746	0.139	40.8711	12.289	122.6	123.3	Eu
717	Cypridea comptonensis	50.6162	-1.371	40.6394	11.0184	122.6	123.3	Eu
718	Cypridea cornuta	42.1511	-2.2698	32.586	9.4798	121.4	132.6	Eu
719	Cypridea cornuta	42.059	-1.8637	32.3594	9.7391	121.4	132.6	Eu
720	Cypridea cornuta	42.2324	-2.4758	32.731	9.3683	121.4	132.6	Eu
721	Cypridea cuckmerensis	50.609	-1.3654	40.5926	10.7541	121.4	123	Eu
722	Cypridea cuckmerensis	50.8482	0.167	40.8095	12.0401	121.4	123	Eu
723	Cypridea cuckmerensis	51.0469	-0.1982	41.0132	11.7412	121.4	123	Eu
724	Cypridea cuckmerensis	50.609	-1.3654	40.5926	10.7541	121.4	123	Eu
725	Cypridea cuckmerensis	50.609	-1.3654	40.5926	10.7541	121.4	123	Eu
726	Cypridea cuckmerensis	51.0289	-0.2206	40.9955	11.7215	121.4	123	Eu
727	Cypridea cyrtorostralis	42.9902	-1.9236	32.397	9.7196	113	123.6	Eu
728	Cypridea darvelensis	50.9529	0.4004	41.9815	9.6942	140.8	142	Eu
729	Cypridea darvelensis	50.9759	0.3055	42.0027	9.6137	140.8	142	Eu
730	Cypridea darvelensis	51.061	-1.2908	42.0606	8.2586	140.8	142	Eu
731	Cypridea darvelensis	50.599	-1.9533	41.5893	7.7117	140.8	142	Eu
732	Cypridea darvelensis	50.8752	0.6412	41.9082	9.9016	140.8	142	Eu
733	Cypridea darvelensis	50.9635	-0.3212	41.9794	9.0831	140.8	142	Eu
734	Cypridea darvelensis	50.945	0.4591	41.9747	9.7445	140.8	142	Eu
735	Cypridea darvelensis	51.0289	-0.2206	42.0461	9.1654	140.8	142	Eu
736	Cypridea delicatula	50.9529	0.4004	42.0709	9.594	142.6	143.4	Eu
737	Cypridea delicatula	50.9759	0.3055	42.0919	9.5133	142.6	143.4	Eu
738	Cypridea delicatula	50.599	-1.9533	41.6735	7.6107	142.6	143.4	Eu
739	Cypridea delicatula	50.8752	0.6412	41.9981	9.8021	142.6	143.4	Eu
740	Cypridea delicatula	50.9441	0.4584	42.0632	9.6436	142.6	143.4	Eu
741	Cypridea delicatula	50.8954	0.6074	42.0174	9.7723	142.6	143.4	Eu
742	Cypridea delicatula	50.9635	-0.3212	42.0672	8.9821	142.6	143.4	Eu
743	Cypridea delicatula	51.1405	-1.2881	42.2263	8.1556	142.6	143.4	Eu
744	Cypridea delicatula	50.9783	0.3094	42.094	9.5157	142.6	143.4	Eu
745	Cypridea delicatula	50.945	0.4591	42.0642	9.6444	142.6	143.4	Eu
746	Cypridea delicatula	50.9394	0.4467	42.0579	9.6345	142.6	143.4	Eu
747	Cypridea delicatula	50.9742	0.3289	42.0904	9.5329	142.6	143.4	Eu
748	Cypridea delicatula	51.0289	-0.2206	42.1341	9.0641	142.6	143.4	Eu
749	Cypridea demandae	42.059	-1.8637	32.3594	9.7391	121.4	132.6	Eu
750	Cypridea demandae	42.1511	-2.2698	32.586	9.4798	121.4	132.6	Eu
751	Cypridea demandae	42.1511	-2.2698	32.2457	10.2023	121.4	125.8	Eu
752	Cypridea demandae	42.1511	-2.2698	32.2457	10.2023	121.4	125.8	Eu
753	Cypridea demandae	42.1511	-2.2698	32.2457	10.2023	121.4	125.8	Eu
754	Cypridea demandae	42.6223	-2.7101	32.8159	10.1458	121.4	125.8	Eu
755	Cypridea demandae	40.6191	-0.1016	30.1151	10.9891	121.4	125.8	Eu
756	Cypridea demandae	40.6191	-0.1016	30.1151	10.9891	121.4	125.8	Eu
757	Cypridea dolabrata	50.9759	0.3055	41.9172	9.7555	137.7	141.7	Eu
758	Cypridea dolabrata	51.061	-1.2908	41.9771	8.4024	137.7	141.7	Eu
759	Cypridea dolabrata	50.599	-1.9533	41.5066	7.8549	137.7	141.7	Eu
760	Cypridea dolabrata	50.8752	0.6412	41.8223	10.0428	137.7	141.7	Eu
761	Cypridea dolabrata	50.9678	0.249	41.9082	9.7076	137.7	141.7	Eu
762	Cypridea dolabrata	50.9635	-0.3212	41.8947	9.2256	137.7	141.7	Eu
763	Cypridea dolabrata	51.1405	-1.2881	42.0572	8.4025	137.7	141.7	Eu
764	Cypridea dolabrata	50.945	0.4591	41.8889	9.8861	137.7	141.7	Eu
765	Cypridea dolabrata	51.1855	0.2136	42.1245	9.6699	137.7	141.7	Eu
766	Cypridea dolabrata	50.8455	-1.0952	41.7649	8.5746	137.7	141.7	Eu
767	Cypridea dolabrata	50.8455	-1.0952	41.7649	8.5746	137.7	141.7	Eu
768	Cypridea dolabrata	51.0289	-0.2206	41.9613	9.3079	137.7	141.7	Eu
769	Cypridea dolabrata	52.6781	9.4677	43.9472	17.265	140.6	141.4	Eu
770	Cypridea dolabrata	52.613	8.5891	43.8489	16.532	140.6	141.4	Eu
771	Cypridea dolabrata	52.5102	7.0621	43.6919	15.257	140.6	141.4	Eu
772	Cypridea dolabrata	52.5829	7.0712	43.7651	15.259	140.6	141.4	Eu
773	Cypridea dolabrata	52.794	7.861	44.0031	15.9056	140.6	141.4	Eu
774	Cypridea dolabrata	52.8584	7.3243	44.0483	15.4499	140.6	141.4	Eu
775	Cypridea dolabrata	52.5198	7.3181	43.7106	15.4714	140.6	141.4	Eu
776	Cypridea dolabrata	52.5909	8.4805	43.8229	16.4423	140.6	141.4	Eu
777	Cypridea dolabrata	52.6484	7.0753	43.8302	15.2573	140.6	141.4	Eu
778	Cypridea dorsispinata	51.1329	-0.3235	41.6603	10.0119	127.9	132.6	Eu
779	Cypridea dorsispinata	51.0304	-0.1529	41.5589	10.1576	127.9	132.6	Eu
780	Cypridea dorsispinata	50.8755	0.2367	41.4088	10.4888	127.9	132.6	Eu
781	Cypridea dorsispinata	50.9635	-0.3212	41.4913	10.0177	127.9	132.6	Eu
782	Cypridea dorsispinata	50.6384	-2.375	41.1515	8.2939	127.9	132.6	Eu
783	Cypridea dorsispinata	50.8746	0.139	41.4068	10.4064	127.9	132.6	Eu
784	Cypridea dorsispinata	51.0199	-0.3495	41.5471	9.9922	127.9	132.6	Eu
785	Cypridea dorsispinata	51.5499	-1.7818	42.0664	8.7824	127.9	132.6	Eu
786	Cypridea dorsispinata	51.0289	-0.2206	41.5572	10.1005	127.9	132.6	Eu
787	Cypridea dorsispinata	51.0987	-0.3262	41.6263	10.0109	127.9	132.6	Eu
788	Cypridea dorsispinata	51.0289	-0.2206	41.5572	10.1005	127.9	132.6	Eu
789	Cypridea dorsoinclinata	40.5662	8.1614	34.4322	14.3565	136.2	142.4	Eu
790	Cypridea dunkeri	52.8813	18.6953	44.6984	24.9236	141.6	143.1	Eu
791	Cypridea dunkeri	52.6781	9.4677	44.0996	17.1203	142.5	144.1	Eu
792	Cypridea dunkeri	52.6783	9.7581	44.1118	17.3645	142.5	144.1	Eu
793	Cypridea dunkeri	44.2544	28.2152	37.0404	34.4149	142.6	147.1	Eu
794	Cypridea dunkeri	46.9597	6.8286	38.4033	15.2992	142.6	147.1	Eu
795	Cypridea dunkeri	51.0529	0.1396	42.2879	9.3015	142.6	147.1	Eu
796	Cypridea dunkeri	51.816	-0.8166	43.0299	8.455	142.6	147.1	Eu
797	Cypridea dunkeri	50.9529	0.4004	42.1939	9.5272	142.6	147.1	Eu
798	Cypridea dunkeri	50.9759	0.3055	42.2147	9.4462	142.6	147.1	Eu
799	Cypridea dunkeri	51.8019	-0.8514	43.0152	8.4269	142.6	147.1	Eu
800	Cypridea dunkeri	51.061	-1.2908	42.2659	8.0861	142.6	147.1	Eu
801	Cypridea dunkeri	47.0306	7.0121	38.4812	15.4531	142.6	147.1	Eu
802	Cypridea dunkeri	50.9589	0.4181	42.2003	9.5422	142.6	147.1	Eu
803	Cypridea dunkeri	50.599	-1.9533	41.7917	7.5418	142.6	147.1	Eu
804	Cypridea dunkeri	50.8752	0.6412	42.1216	9.736	142.6	147.1	Eu
805	Cypridea dunkeri	47.1473	7.2637	38.6069	15.6636	142.6	147.1	Eu
806	Cypridea dunkeri	50.9441	0.4584	42.1863	9.577	142.6	147.1	Eu
807	Cypridea dunkeri	50.8954	0.6074	42.1408	9.7061	142.6	147.1	Eu
808	Cypridea dunkeri	50.9635	-0.3212	42.1888	8.9141	142.6	147.1	Eu
809	Cypridea dunkeri	42.7559	-3.8939	34.8771	6.8926	142.6	147.1	Eu
810	Cypridea dunkeri	42.7515	-3.9174	34.8819	6.8723	142.6	147.1	Eu
811	Cypridea dunkeri	42.8956	-3.7693	34.9534	7.0742	142.6	147.1	Eu
812	Cypridea dunkeri	43.1844	-4.1042	35.3249	6.9889	142.6	147.1	Eu
813	Cypridea dunkeri	42.6954	-3.9571	34.8469	6.8068	142.6	147.1	Eu
814	Cypridea dunkeri	51.1405	-1.2881	42.3459	8.0854	142.6	147.1	Eu
815	Cypridea dunkeri	50.9475	0.4457	42.189	9.5666	142.6	147.1	Eu
816	Cypridea dunkeri	50.945	0.4591	42.1873	9.5778	142.6	147.1	Eu
817	Cypridea dunkeri	50.6168	-2.2233	41.805	7.3114	142.6	147.1	Eu
818	Cypridea dunkeri	50.9475	0.4463	42.189	9.5666	142.6	147.1	Eu
819	Cypridea dunkeri	50.9394	0.4467	42.181	9.5679	142.6	147.1	Eu
820	Cypridea dunkeri	51.8788	-0.8387	43.0924	8.4335	142.6	147.1	Eu
821	Cypridea dunkeri	50.6384	-2.375	41.8234	7.1813	142.6	147.1	Eu
822	Cypridea dunkeri	49.2218	3.4715	40.5467	12.2466	142.6	147.1	Eu
823	Cypridea dunkeri	49.0762	3.3529	40.3973	12.1542	142.6	147.1	Eu
824	Cypridea dunkeri	49.0762	3.3529	40.3973	12.1542	142.6	147.1	Eu
825	Cypridea dunkeri	49.2676	3.244	40.5858	12.049	142.6	147.1	Eu
826	Cypridea dunkeri	49.3276	3.3481	40.6489	12.1346	142.6	147.1	Eu
827	Cypridea dunkeri	49.2708	3.4013	40.5935	12.1835	142.6	147.1	Eu
828	Cypridea dunkeri	49.0841	3.474	40.409	12.2577	142.6	147.1	Eu
829	Cypridea dunkeri	49.2676	3.3699	40.5896	12.1571	142.6	147.1	Eu
830	Cypridea dunkeri	49.1269	3.5708	40.4549	12.3384	142.6	147.1	Eu
831	Cypridea dunkeri	49.1269	3.5708	40.4549	12.3384	142.6	147.1	Eu
832	Cypridea dunkeri	50.6716	-2.5533	41.8544	7.0287	142.6	147.1	Eu
833	Cypridea dunkeri	50.651	-2.366	41.8365	7.1885	142.6	147.1	Eu
834	Cypridea dunkeri	50.651	-2.366	41.8365	7.1885	142.6	147.1	Eu
835	Cypridea dunkeri	50.6646	-2.4669	41.8488	7.1021	142.6	147.1	Eu
836	Cypridea dunkeri	51.5634	-1.7923	42.7582	7.6411	142.6	147.1	Eu
837	Cypridea dunkeri	47.1633	7.2879	38.6238	15.6833	142.6	147.1	Eu
838	Cypridea dunkeri	47.1633	7.2879	38.6238	15.6833	142.6	147.1	Eu
839	Cypridea dunkeri	51.0289	-0.2206	42.2559	8.996	142.6	147.1	Eu
840	Cypridea dunkeri	46.3835	5.767	37.7876	14.4144	142.6	147.1	Eu
841	Cypridea dunkeri	46.3835	5.767	37.7876	14.4144	142.6	147.1	Eu
842	Cypridea dunkeri	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu
843	Cypridea dunkeri	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu
844	Cypridea dunkeri	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu
845	Cypridea dunkeri	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu
846	Cypridea dunkeri	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu
847	Cypridea dunkeri	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu
848	Cypridea dunkeri	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu
849	Cypridea dunkeri	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu
850	Cypridea dunkeri	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu
851	Cypridea dunkeri	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu
852	Cypridea dunkeri	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu
853	Cypridea dunkeri	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu
854	Cypridea dunkeri	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu
855	Cypridea dunkeri	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu
856	Cypridea dunkeri	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu
857	Cypridea fasciata	50.609	-1.3654	40.6218	10.9513	121.4	124.1	Eu
858	Cypridea fasciata	50.7955	0.2858	40.78	12.3366	121.4	124.1	Eu
859	Cypridea fasciata	50.9635	-0.3212	40.9583	11.8358	121.4	124.1	Eu
860	Cypridea fasciata	51.9144	-0.8819	41.9175	11.4039	121.4	124.1	Eu
861	Cypridea fasciata	50.8746	0.139	40.8622	12.2165	121.4	124.1	Eu
862	Cypridea fasciata	50.609	-1.3654	40.6218	10.9513	121.4	124.1	Eu
863	Cypridea fasciata	50.609	-1.3654	40.6218	10.9513	121.4	124.1	Eu
864	Cypridea fasciata	51.0289	-0.2206	41.0217	11.9214	121.4	124.1	Eu
865	Cypridea frithwaldi	51.061	-1.2908	41.7645	8.7697	134.4	136.4	Eu
866	Cypridea frithwaldi	50.8739	0.2308	41.5963	10.0577	134.4	136.4	Eu
867	Cypridea frithwaldi	51.0213	-0.0329	41.7396	9.8308	134.4	136.4	Eu
868	Cypridea frithwaldi	50.8343	0.2822	41.557	10.1019	134.4	136.4	Eu
869	Cypridea frithwaldi	51.1405	-1.2881	41.8445	8.7704	134.4	136.4	Eu
870	Cypridea frithwaldi	50.908	0.6178	41.6359	10.3831	134.4	136.4	Eu
871	Cypridea frithwaldi	51.0382	0.3271	41.7616	10.1337	134.4	136.4	Eu
872	Cypridea frithwaldi	51.0289	-0.2206	41.7451	9.6721	134.4	136.4	Eu
873	Cypridea frithwaldi	50.916	0.5883	41.6435	10.3575	134.4	136.4	Eu
874	Cypridea funduklensis	44.9819	34.4717	37.9871	39.9132	139.8	142.4	Eu
875	Cypridea funduklensis	44.9819	34.4717	37.9871	39.9132	139.8	142.4	Eu
876	Cypridea funduklensis	44.9819	34.4717	37.9871	39.9132	139.8	142.4	Eu
877	Cypridea funduklensis	44.9819	34.4717	37.9871	39.9132	139.8	142.4	Eu
878	Cypridea funduklensis	44.9819	34.4717	37.9871	39.9132	139.8	142.4	Eu
879	Cypridea funduklensis	44.9819	34.4717	37.9871	39.9132	139.8	142.4	Eu
880	Cypridea funduklensis	44.9819	34.4717	37.9871	39.9132	139.8	142.4	Eu
881	Cypridea funduklensis	44.9819	34.4717	37.9871	39.9132	139.8	142.4	Eu
882	Cypridea funduklensis	44.9819	34.4717	37.9871	39.9132	139.8	142.4	Eu
883	Cypridea funduklensis	44.9819	34.4717	37.9871	39.9132	139.8	142.4	Eu
884	Cypridea funduklensis	44.9819	34.4717	37.9871	39.9132	139.8	142.4	Eu
885	Cypridea giffordi	50.8739	0.2308	41.5861	10.0746	134.6	135.8	Eu
886	Cypridea giffordi	51.0213	-0.0329	41.7295	9.8478	134.6	135.8	Eu
887	Cypridea giffordi	50.8343	0.2822	41.5468	10.1189	134.6	135.8	Eu
888	Cypridea giffordi	50.908	0.6178	41.6257	10.4	134.6	135.8	Eu
889	Cypridea giffordi	51.0382	0.3271	41.7514	10.1506	134.6	135.8	Eu
890	Cypridea giffordi	51.0289	-0.2206	41.735	9.6891	134.6	135.8	Eu
891	Cypridea giffordi	50.916	0.5883	41.6333	10.3744	134.6	135.8	Eu
892	Cypridea granulosa	52.6024	6.8441	43.7655	15.0832	140.2	141.4	Eu
893	Cypridea granulosa	44.2544	28.2152	36.9125	34.4091	141.8	145	Eu
894	Cypridea granulosa	51.0529	0.1396	42.1886	9.3477	141.8	145	Eu
895	Cypridea granulosa	50.9529	0.4004	42.0942	9.5728	141.8	145	Eu
896	Cypridea granulosa	50.9759	0.3055	42.1152	9.492	141.8	145	Eu
897	Cypridea granulosa	51.061	-1.2908	42.1685	8.1342	141.8	145	Eu
898	Cypridea granulosa	52.0007	6.8032	43.3272	14.9268	141.8	145	Eu
899	Cypridea granulosa	50.599	-1.9533	41.6952	7.5893	141.8	145	Eu
900	Cypridea granulosa	50.8752	0.6412	42.0216	9.781	141.8	145	Eu
901	Cypridea granulosa	50.9441	0.4584	42.0865	9.6224	141.8	145	Eu
902	Cypridea granulosa	50.8954	0.6074	42.0409	9.7512	141.8	145	Eu
903	Cypridea granulosa	50.9635	-0.3212	42.0901	8.9607	141.8	145	Eu
904	Cypridea granulosa	42.7559	-3.8939	34.7588	6.9288	141.8	145	Eu
905	Cypridea granulosa	42.7521	-3.8989	34.7571	6.9225	141.8	145	Eu
906	Cypridea granulosa	42.8956	-3.7693	34.8352	7.1101	141.8	145	Eu
907	Cypridea granulosa	42.7773	-3.7962	34.7415	7.0176	141.8	145	Eu
908	Cypridea granulosa	42.799	-3.8238	34.7708	7.0091	141.8	145	Eu
909	Cypridea granulosa	42.6954	-3.9571	34.7286	6.8432	141.8	145	Eu
910	Cypridea granulosa	46.3835	5.767	37.6807	14.4415	141.8	145	Eu
911	Cypridea granulosa	46.3835	5.767	37.6807	14.4415	141.8	145	Eu
912	Cypridea granulosa	51.1405	-1.2881	42.2485	8.1336	141.8	145	Eu
913	Cypridea granulosa	50.945	0.4591	42.0875	9.6232	141.8	145	Eu
914	Cypridea granulosa	50.6168	-2.2233	41.7088	7.3593	141.8	145	Eu
915	Cypridea granulosa	50.9394	0.4467	42.0813	9.6133	141.8	145	Eu
916	Cypridea granulosa	42.111	-2.671	33.7749	7.4879	142.4	145	Eu
917	Cypridea granulosa	51.1855	0.2136	42.3395	9.3882	142.4	145	Eu
918	Cypridea granulosa	50.8455	-1.0952	41.9739	8.2927	142.4	145	Eu
919	Cypridea granulosa	50.6646	-2.4669	41.769	7.1343	142.4	145	Eu
