Occurrence_Number	Taxon_name	Latitude	Longitude	Paleo_Latitude	Paleo_Longitude	Min_Ma	Max_Ma	Original_Assignment	region	globe
1019	Cypridea_lata	50.9783	0.3094	42.0416	9.5638	140.6	143.6	Eu	NAfEu	Global
1020	Cypridea_lata	50.945	0.4591	42.0115	9.6923	140.6	143.6	Eu	NAfEu	Global
1021	Cypridea_lata	50.9394	0.4467	42.0053	9.6824	140.6	143.6	Eu	NAfEu	Global
1022	Cypridea_lata	50.9742	0.3289	42.038	9.5809	140.6	143.6	Eu	NAfEu	Global
1023	Cypridea_lata	51.1855	0.2136	42.2466	9.4748	140.6	143.6	Eu	NAfEu	Global
1024	Cypridea_lata	50.8283	0.3167	41.8918	9.5769	140.6	143.6	Eu	NAfEu	Global
1025	Cypridea_lata	50.8455	-1.0952	41.8845	8.3788	140.6	143.6	Eu	NAfEu	Global
1026	Cypridea_lata	51.0289	-0.2206	42.0825	9.1127	140.6	143.6	Eu	NAfEu	Global
1027	Cypridea_lata	52.6484	7.0753	43.9382	15.138	141.4	144.1	Eu	NAfEu	NA
1028	Cypridea_lata	51.3614	8.8031	42.7187	16.7059	141.4	144.1	Eu	NAfEu	NA
1029	Cypridea_lata	52.5102	7.0621	43.7999	15.1383	141.4	144.1	Eu	NAfEu	NA
1030	Cypridea_lata	52.1775	7.8257	43.4964	15.8096	141.4	144.1	Eu	NAfEu	NA
1031	Cypridea_lata	52.5198	7.3181	43.8191	15.353	141.4	144.1	Eu	NAfEu	NA
1032	Cypridea_lata	52.5909	8.4805	43.9335	16.3252	141.4	144.1	Eu	NAfEu	NA
1033	Cypridea_lata	52.32	7.221	43.616	15.2877	141.4	144.1	Eu	NAfEu	NA
1034	Cypridea_lata	52.6781	9.4677	44.0996	17.1203	142.5	144.1	Eu	NAfEu	NA
1035	Cypridea_lata	52.6783	9.7581	44.1118	17.3645	142.5	144.1	Eu	NAfEu	NA
1036	Cypridea_lata	52.5627	17.6432	44.4865	24.0104	143.7	145	Eu	NA	NA
1037	Cypridea_marina	50.9529	0.4004	41.2808	11.3924	125.8	128.6	Eu	NAfEu	NA
1038	Cypridea_marina	51.1329	-0.3235	41.4604	10.7856	125.8	128.6	Eu	NAfEu	Global
1039	Cypridea_marina	51.0304	-0.1529	41.3574	10.9288	125.8	128.6	Eu	NAfEu	NA
1040	Cypridea_marina	51.17	0.5548	41.498	11.5215	125.8	128.6	Eu	NAfEu	NA
1041	Cypridea_marina	50.8755	0.2367	41.2036	11.2559	125.8	128.6	Eu	NAfEu	NA
1042	Cypridea_marina	50.8283	0.3167	41.1557	11.3231	125.8	128.6	Eu	NAfEu	NA
1043	Cypridea_marina	50.8746	0.139	41.2025	11.1737	125.8	128.6	Eu	NAfEu	NA
1044	Cypridea_marina	51.0896	-0.4493	41.4175	10.6809	125.8	128.6	Eu	NAfEu	Global
1045	Cypridea_marina	51.0199	-0.3495	41.3474	10.7638	125.8	128.6	Eu	NAfEu	NA
1046	Cypridea_marina	51.2121	-0.7976	41.5399	10.389	125.8	128.6	Eu	NAfEu	Global
1047	Cypridea_marina	51.0289	-0.2206	41.3564	10.8718	125.8	128.6	Eu	NAfEu	NA
1048	Cypridea_marina	51.0987	-0.3262	41.4264	10.7839	125.8	128.6	Eu	NAfEu	Global
1049	Cypridea_martini	50.9759	0.3055	42.0128	9.597	141.3	141.9	Eu	NAfEu	Global
1050	Cypridea_martini	50.8752	0.6412	41.9183	9.8851	141.3	141.9	Eu	NAfEu	Global
1051	Cypridea_martini	50.9678	0.249	42.0037	9.5491	141.3	141.9	Eu	NAfEu	Global
1052	Cypridea_martini	50.9783	0.3094	42.0148	9.5995	141.3	141.9	Eu	NAfEu	Global
1053	Cypridea_martini	51.0289	-0.2206	42.0561	9.1487	141.3	141.9	Eu	NAfEu	Global
1054	Cypridea_martini	51.3614	8.8031	42.6493	16.7587	141.4	142.1	Eu	NAfEu	NA
1055	Cypridea_martini	52.5102	7.0621	43.7331	15.1962	141.4	142.1	Eu	NAfEu	NA
1056	Cypridea_martini	52.4537	7.04	43.6764	15.1821	141.4	142.1	Eu	NAfEu	NA
1057	Cypridea_martini	52.5198	7.3181	43.7519	15.4107	141.4	142.1	Eu	NAfEu	NA
1058	Cypridea_martini	52.3409	7.5784	43.5823	15.6438	141.4	142.1	Eu	NAfEu	NA
1059	Cypridea_martini	52.5909	8.4805	43.8647	16.3821	141.4	142.1	Eu	NAfEu	NA
1060	Cypridea_martini	52.6484	7.0753	43.8713	15.1964	141.4	142.1	Eu	NAfEu	NA
1061	Cypridea_melvillei	51.061	-1.2908	41.8116	8.6881	133.2	139.5	Eu	NAfEu	Global
1062	Cypridea_melvillei	50.8739	0.2308	41.6446	9.9773	133.2	139.5	Eu	NAfEu	Global
1063	Cypridea_melvillei	51.0008	-0.1266	41.7664	9.6713	133.2	139.5	Eu	NAfEu	Global
1064	Cypridea_melvillei	51.0213	-0.0329	41.7877	9.75	133.2	139.5	Eu	NAfEu	Global
1065	Cypridea_melvillei	51.1119	0.1844	41.8818	9.9301	133.2	139.5	Eu	NAfEu	Global
1066	Cypridea_melvillei	51.1533	0.2778	41.9242	10.0081	133.2	139.5	Eu	NAfEu	Global
1067	Cypridea_melvillei	51.217	-2.9723	41.952	7.2685	133.2	139.5	Eu	NAfEu	Global
1068	Cypridea_melvillei	51.1405	-1.2881	41.8916	8.6887	133.2	139.5	Eu	NAfEu	Global
1069	Cypridea_melvillei	50.908	0.6178	41.6845	10.3029	133.2	139.5	Eu	NAfEu	Global
1070	Cypridea_melvillei	51.0731	-0.0673	41.8392	9.7197	133.2	139.5	Eu	NAfEu	Global
1071	Cypridea_melvillei	51.0382	0.3271	41.81	10.0531	133.2	139.5	Eu	NAfEu	Global
1072	Cypridea_melvillei	51.0289	-0.2206	41.793	9.5912	133.2	139.5	Eu	NAfEu	Global
1073	Cypridea_melvillei	50.916	0.5883	41.692	10.2773	133.2	139.5	Eu	NAfEu	Global
1074	Cypridea_menevensis	51.061	-1.2908	41.8686	8.5896	135.1	139.9	Eu	NAfEu	Global
1075	Cypridea_menevensis	50.8739	0.2308	41.7029	9.8803	135.1	139.9	Eu	NAfEu	Global
1076	Cypridea_menevensis	50.8343	0.2822	41.6637	9.9248	135.1	139.9	Eu	NAfEu	Global
1077	Cypridea_menevensis	50.9635	-0.3212	41.7845	9.4112	135.1	139.9	Eu	NAfEu	Global
1078	Cypridea_menevensis	51.1405	-1.2881	41.9486	8.5901	135.1	139.9	Eu	NAfEu	Global
1079	Cypridea_menevensis	50.908	0.6178	41.7431	10.2061	135.1	139.9	Eu	NAfEu	Global
1080	Cypridea_menevensis	50.8455	-1.0952	41.6561	8.7608	135.1	139.9	Eu	NAfEu	Global
1081	Cypridea_menevensis	51.0382	0.3271	41.8683	9.9559	135.1	139.9	Eu	NAfEu	Global
1082	Cypridea_menevensis	51.0289	-0.2206	41.8509	9.4936	135.1	139.9	Eu	NAfEu	Global
1083	Cypridea_menevensis	50.916	0.5883	41.7506	10.1805	135.1	139.9	Eu	NAfEu	Global
1084	Cypridea_mirabilis	46.3835	5.767	37.7009	14.4312	142.4	145	Eu	NAfEu	NA
1085	Cypridea_modesta	42.1511	-2.2698	32.586	9.4798	121.4	132.6	Eu	NA	NA
1086	Cypridea_montoriana	42.6223	-2.7101	32.8159	10.1458	121.4	125.8	Eu	NA	NA
1087	Cypridea_morula	51.061	-1.2908	41.9501	8.4491	138.8	139.5	Eu	NAfEu	Global
1088	Cypridea_obliqua	51.3614	8.8031	42.6156	16.8055	140.2	142.1	Eu	NAfEu	NA
1089	Cypridea_obliqua	51.3614	8.8031	42.6156	16.8055	140.2	142.1	Eu	NAfEu	NA
1090	Cypridea_obliqua	52.6024	6.8441	43.7436	15.1158	140.2	140.6	Eu	NAfEu	NA
1091	Cypridea_obliqua	52.5829	7.0712	43.7734	15.2468	140.2	142.1	Eu	NAfEu	NA
1092	Cypridea_obliqua	52.3591	7.1444	43.5329	15.3537	140.2	141.4	Eu	NAfEu	NA
1093	Cypridea_obliqua	52.5198	7.3181	43.7189	15.4593	140.2	142.1	Eu	NAfEu	NA
1094	Cypridea_obliqua	52.3409	7.5784	43.5492	15.692	140.2	142.1	Eu	NAfEu	NA
1095	Cypridea_obliqua	52.3409	7.5784	43.5492	15.692	140.2	142.1	Eu	NAfEu	NA
1096	Cypridea_obliqua	52.6484	7.0753	43.8384	15.2451	140.2	142.1	Eu	NAfEu	NA
1097	Cypridea_obliqua	52.6484	7.0753	43.8384	15.2451	140.2	142.1	Eu	NAfEu	NA
1098	Cypridea_obliqua	46.3835	5.767	37.5385	14.548	140.2	142.1	Eu	NAfEu	NA
1099	Cypridea_obliqua	46.3835	5.767	37.5385	14.548	140.2	142.1	Eu	NAfEu	NA
1100	Cypridea_obliqua	46.3835	5.767	37.5385	14.548	140.2	142.1	Eu	NAfEu	NA
1101	Cypridea_obliqua	52.3338	16.7101	43.955	23.3938	140.7	141.6	Eu	NA	NA
1102	Cypridea_obliqua	51.0529	0.1396	42.0866	9.4534	141.3	141.9	Eu	NAfEu	Global
1103	Cypridea_obliqua	50.9529	0.4004	41.9916	9.6776	141.3	141.9	Eu	NAfEu	Global
1104	Cypridea_obliqua	51.061	-1.2908	42.0704	8.2417	141.3	141.9	Eu	NAfEu	Global
1105	Cypridea_obliqua	51.0304	-0.1529	42.0583	9.2062	141.3	141.9	Eu	NAfEu	Global
1106	Cypridea_obliqua	50.599	-1.9533	41.599	7.6949	141.3	141.9	Eu	NAfEu	Global
1107	Cypridea_obliqua	50.8954	0.6074	41.9376	9.8554	141.3	141.9	Eu	NAfEu	Global
1108	Cypridea_obliqua	51.1405	-1.2881	42.1505	8.2416	141.3	141.9	Eu	NAfEu	Global
1109	Cypridea_obliqua	50.9783	0.3094	42.0148	9.5995	141.3	141.9	Eu	NAfEu	Global
1110	Cypridea_obliqua	50.945	0.4591	41.9847	9.7279	141.3	141.9	Eu	NAfEu	Global
1111	Cypridea_obliqua	51.1855	0.2136	42.22	9.5107	141.3	141.9	Eu	NAfEu	Global
1112	Cypridea_obliqua	50.8455	-1.0952	41.8585	8.4148	141.3	141.9	Eu	NAfEu	Global
1113	Cypridea_obliqua	51.0289	-0.2206	42.0561	9.1487	141.3	141.9	Eu	NAfEu	Global
1114	Cypridea_obliqua	52.5102	7.0621	43.7331	15.1962	141.4	142.1	Eu	NAfEu	NA
1115	Cypridea_obliqua	52.794	7.861	44.0447	15.8449	141.4	142.1	Eu	NAfEu	NA
1116	Cypridea_obliqua	52.3458	9.5267	43.6606	17.285	141.4	142.1	Eu	NAfEu	NA
1117	Cypridea_obliqua	52.6783	9.7581	44.0011	17.4492	141.4	142.1	Eu	NAfEu	NA
1118	Cypridea_parallela	52.6781	9.4677	43.9359	17.281	140.2	141.4	Eu	NAfEu	NA
1119	Cypridea_parallela	52.6024	6.8441	43.7655	15.0832	140.2	141.4	Eu	NAfEu	NA
1120	Cypridea_parallela	52.6024	6.8441	43.7436	15.1158	140.2	140.6	Eu	NAfEu	NA
1121	Cypridea_parallela	52.4537	7.04	43.6023	15.2915	140.2	140.6	Eu	NAfEu	NA
1122	Cypridea_parallela	52.5829	7.0712	43.7321	15.3078	140.2	140.6	Eu	NAfEu	NA
1123	Cypridea_parallela	52.3591	7.1444	43.5329	15.3537	140.2	141.4	Eu	NAfEu	NA
1124	Cypridea_parallela	52.5198	7.3181	43.6775	15.5201	140.2	140.6	Eu	NAfEu	NA
1125	Cypridea_parallela	52.3409	7.5784	43.5077	15.7525	140.2	140.6	Eu	NAfEu	NA
1126	Cypridea_parallela	52.6564	7.1446	43.8075	15.3644	140.2	140.6	Eu	NAfEu	NA
1127	Cypridea_parallela	52.6484	7.0753	43.7972	15.3062	140.2	140.6	Eu	NAfEu	NA
1128	Cypridea_parallela	51.061	-1.2908	42.0435	8.2881	141	141.1	Eu	NAfEu	Global
1129	Cypridea_parallela	50.9635	-0.3212	41.962	9.1124	141	141.1	Eu	NAfEu	Global
1130	Cypridea_parallela	50.945	0.4591	41.957	9.7736	141	141.1	Eu	NAfEu	Global
1131	Cypridea_parallela	50.8455	-1.0952	41.8315	8.461	141	141.1	Eu	NAfEu	Global
1132	Cypridea_parallela	51.0289	-0.2206	42.0287	9.1947	141	141.1	Eu	NAfEu	Global
1133	Cypridea_paulsgrovensis	51.061	-1.2908	41.8438	8.6324	134.5	139.5	Eu	NAfEu	Global
1134	Cypridea_paulsgrovensis	50.8739	0.2308	41.6775	9.9225	134.5	139.5	Eu	NAfEu	Global
1135	Cypridea_paulsgrovensis	50.8343	0.2822	41.6383	9.9668	134.5	139.5	Eu	NAfEu	Global
1136	Cypridea_paulsgrovensis	51.1405	-1.2881	41.9239	8.6329	134.5	139.5	Eu	NAfEu	Global
1137	Cypridea_paulsgrovensis	50.908	0.6178	41.7176	10.2482	134.5	139.5	Eu	NAfEu	Global
1138	Cypridea_paulsgrovensis	50.8455	-1.0952	41.6312	8.8033	134.5	139.5	Eu	NAfEu	Global
1139	Cypridea_paulsgrovensis	51.0382	0.3271	41.843	9.9981	134.5	139.5	Eu	NAfEu	Global
1140	Cypridea_paulsgrovensis	51.0289	-0.2206	41.8258	9.536	134.5	139.5	Eu	NAfEu	Global
1141	Cypridea_paulsgrovensis	50.916	0.5883	41.7251	10.2225	134.5	139.5	Eu	NAfEu	Global
1142	Cypridea_peltoides	51.0529	0.1396	42.203	9.3343	141.8	145.5	Eu	NAfEu	Global
1143	Cypridea_peltoides	50.9529	0.4004	42.1088	9.5596	141.8	145.5	Eu	NAfEu	Global
1144	Cypridea_peltoides	50.9759	0.3055	42.1297	9.4787	141.8	145.5	Eu	NAfEu	Global
1145	Cypridea_peltoides	51.2267	-0.1912	42.3699	9.0458	141.8	145.5	Eu	NAfEu	Global
1146	Cypridea_peltoides	51.061	-1.2908	42.1823	8.1206	141.8	145.5	Eu	NAfEu	Global
1147	Cypridea_peltoides	50.9589	0.4181	42.1152	9.5746	141.8	145.5	Eu	NAfEu	Global
1148	Cypridea_peltoides	50.599	-1.9533	41.7088	7.576	141.8	145.5	Eu	NAfEu	Global
1149	Cypridea_peltoides	50.8752	0.6412	42.0363	9.7679	141.8	145.5	Eu	NAfEu	Global
1150	Cypridea_peltoides	50.9441	0.4584	42.1011	9.6092	141.8	145.5	Eu	NAfEu	Global
1151	Cypridea_peltoides	50.8954	0.6074	42.0555	9.7381	141.8	145.5	Eu	NAfEu	Global
1152	Cypridea_peltoides	50.9678	0.249	42.1205	9.4307	141.8	145.5	Eu	NAfEu	Global
1153	Cypridea_peltoides	50.9635	-0.3212	42.1043	8.9473	141.8	145.5	Eu	NAfEu	Global
1154	Cypridea_peltoides	51.1405	-1.2881	42.2623	8.1199	141.8	145.5	Eu	NAfEu	Global
1155	Cypridea_peltoides	50.9475	0.4457	42.1038	9.5989	141.8	145.5	Eu	NAfEu	Global
1156	Cypridea_peltoides	50.945	0.4591	42.1021	9.61	141.8	145.5	Eu	NAfEu	Global
1157	Cypridea_peltoides	50.9394	0.4467	42.0959	9.6001	141.8	145.5	Eu	NAfEu	Global
1158	Cypridea_peltoides	50.9742	0.3289	42.1282	9.4983	141.8	145.5	Eu	NAfEu	Global
1159	Cypridea_peltoides	51.0289	-0.2206	42.1714	9.0292	141.8	145.5	Eu	NAfEu	Global
1160	Cypridea_pendae	50.8739	0.2308	41.5861	10.0746	134.3	136.1	Eu	NAfEu	Global
1161	Cypridea_pendae	51.0213	-0.0329	41.7295	9.8478	134.3	136.1	Eu	NAfEu	Global
1162	Cypridea_pendae	50.8343	0.2822	41.5468	10.1189	134.3	136.1	Eu	NAfEu	Global
1163	Cypridea_pendae	51.0079	-0.2026	41.7142	9.7049	134.3	136.1	Eu	NAfEu	Global
1164	Cypridea_pendae	51.1405	-1.2881	41.8345	8.7876	134.3	136.1	Eu	NAfEu	Global
1165	Cypridea_pendae	50.908	0.6178	41.6257	10.4	134.3	136.1	Eu	NAfEu	Global
1166	Cypridea_pendae	51.0731	-0.0673	41.781	9.8177	134.3	136.1	Eu	NAfEu	Global
1167	Cypridea_pendae	51.0382	0.3271	41.7514	10.1506	134.3	136.1	Eu	NAfEu	Global
1168	Cypridea_pendae	51.0289	-0.2206	41.735	9.6891	134.3	136.1	Eu	NAfEu	Global
1169	Cypridea_pendae	50.916	0.5883	41.6333	10.3744	134.3	136.1	Eu	NAfEu	Global
1170	Cypridea_penshurstensis	50.9696	0.3097	41.9968	9.6173	139.9	142.9	Eu	NAfEu	Global
1171	Cypridea_penshurstensis	50.9529	0.4004	41.9815	9.6942	139.9	142.9	Eu	NAfEu	Global
1172	Cypridea_penshurstensis	50.9759	0.3055	42.0027	9.6137	139.9	142.9	Eu	NAfEu	Global
1173	Cypridea_penshurstensis	51.061	-1.2908	42.0606	8.2586	139.9	142.9	Eu	NAfEu	Global
1174	Cypridea_penshurstensis	50.599	-1.9533	41.5893	7.7117	139.9	142.9	Eu	NAfEu	Global
1175	Cypridea_penshurstensis	50.8752	0.6412	41.9082	9.9016	139.9	142.9	Eu	NAfEu	Global
1176	Cypridea_penshurstensis	50.9697	0.3301	41.9972	9.6342	139.9	142.9	Eu	NAfEu	Global
1177	Cypridea_penshurstensis	50.8954	0.6074	41.9276	9.872	139.9	142.9	Eu	NAfEu	Global
1178	Cypridea_penshurstensis	50.9635	-0.3212	41.9794	9.0831	139.9	142.9	Eu	NAfEu	Global
1179	Cypridea_penshurstensis	51.1405	-1.2881	42.1407	8.2585	139.9	142.9	Eu	NAfEu	Global
1180	Cypridea_penshurstensis	50.945	0.4591	41.9747	9.7445	139.9	142.9	Eu	NAfEu	Global
1181	Cypridea_penshurstensis	50.9394	0.4467	41.9684	9.7346	139.9	142.9	Eu	NAfEu	Global
1182	Cypridea_penshurstensis	51.1855	0.2136	42.2099	9.5274	139.9	142.9	Eu	NAfEu	Global
1183	Cypridea_penshurstensis	50.8455	-1.0952	41.8487	8.4316	139.9	142.9	Eu	NAfEu	Global
1184	Cypridea_penshurstensis	51.0289	-0.2206	42.0461	9.1654	139.9	142.9	Eu	NAfEu	Global
1185	Cypridea_posticalis	52.6783	9.7581	44.1118	17.3645	142.5	144.1	Eu	NAfEu	NA
1186	Cypridea_posticalis	52.0007	6.8032	43.3203	14.932	142.5	144.1	Eu	NAfEu	NA
1187	Cypridea_posticalis	50.668	-1.2504	41.7486	8.2107	142.7	143.1	Eu	NAfEu	Global
1188	Cypridea_posticalis	50.9759	0.3055	42.0861	9.5186	142.7	143.1	Eu	NAfEu	Global
1189	Cypridea_posticalis	51.061	-1.2908	42.1407	8.1615	142.7	143.1	Eu	NAfEu	Global
1190	Cypridea_posticalis	50.599	-1.9533	41.668	7.616	142.7	143.1	Eu	NAfEu	Global
1191	Cypridea_posticalis	50.8752	0.6412	41.9923	9.8073	142.7	143.1	Eu	NAfEu	Global
1192	Cypridea_posticalis	50.9441	0.4584	42.0573	9.6489	142.7	143.1	Eu	NAfEu	Global
1193	Cypridea_posticalis	50.9678	0.249	42.0769	9.4706	142.7	143.1	Eu	NAfEu	Global
1194	Cypridea_posticalis	50.9635	-0.3212	42.0615	8.9875	142.7	143.1	Eu	NAfEu	Global
1195	Cypridea_posticalis	51.1405	-1.2881	42.2207	8.1611	142.7	143.1	Eu	NAfEu	Global
1196	Cypridea_posticalis	50.9783	0.3094	42.0882	9.5211	142.7	143.1	Eu	NAfEu	Global
1197	Cypridea_posticalis	50.945	0.4591	42.0583	9.6497	142.7	143.1	Eu	NAfEu	Global
1198	Cypridea_posticalis	50.6168	-2.2233	41.6819	7.3861	142.7	143.1	Eu	NAfEu	Global
1199	Cypridea_posticalis	50.9394	0.4467	42.0521	9.6398	142.7	143.1	Eu	NAfEu	Global
1200	Cypridea_posticalis	50.9742	0.3289	42.0846	9.5382	142.7	143.1	Eu	NAfEu	Global
1201	Cypridea_posticalis	51.1855	0.2136	42.2931	9.4313	142.7	143.1	Eu	NAfEu	Global
1202	Cypridea_posticalis	50.651	-2.366	41.7137	7.2636	142.7	143.1	Eu	NAfEu	Global
1203	Cypridea_posticalis	50.6646	-2.4669	41.7262	7.1774	142.7	143.1	Eu	NAfEu	Global
1204	Cypridea_posticalis	51.0563	-2.0723	42.123	7.5	142.7	143.1	Eu	NAfEu	Global
1205	Cypridea_posticalis	51.0289	-0.2206	42.1284	9.0695	142.7	143.1	Eu	NAfEu	Global
1206	Cypridea_praealta	52.9925	17.4886	44.6997	23.9109	140.7	143.1	Eu	NA	NA
1207	Cypridea_praealta	52.9925	17.4886	44.8553	23.8266	143.1	144.4	Eu	NA	NA
1208	Cypridea_primaeva	51.0529	0.1396	42.2552	9.3121	141.9	146.9	Eu	NAfEu	Global
1209	Cypridea_primaeva	51.816	-0.8166	42.9975	8.4665	141.9	146.9	Eu	NAfEu	Global
1210	Cypridea_primaeva	50.9529	0.4004	42.1612	9.5377	141.9	146.9	Eu	NAfEu	Global
1211	Cypridea_primaeva	51.061	-1.2908	42.2336	8.0974	141.9	146.9	Eu	NAfEu	Global
1212	Cypridea_primaeva	50.599	-1.9533	41.7597	7.553	141.9	146.9	Eu	NAfEu	Global
1213	Cypridea_primaeva	50.8752	0.6412	42.0888	9.7463	141.9	146.9	Eu	NAfEu	Global
1214	Cypridea_primaeva	50.9441	0.4584	42.1535	9.5874	141.9	146.9	Eu	NAfEu	Global
1215	Cypridea_primaeva	50.8954	0.6074	42.108	9.7164	141.9	146.9	Eu	NAfEu	Global
1216	Cypridea_primaeva	50.9678	0.249	42.1727	9.4087	141.9	146.9	Eu	NAfEu	Global
1217	Cypridea_primaeva	51.1405	-1.2881	42.3137	8.0966	141.9	146.9	Eu	NAfEu	Global
1218	Cypridea_primaeva	50.9783	0.3094	42.1841	9.4592	141.9	146.9	Eu	NAfEu	Global
1219	Cypridea_primaeva	50.945	0.4591	42.1546	9.5882	141.9	146.9	Eu	NAfEu	Global
1220	Cypridea_primaeva	50.9394	0.4467	42.1483	9.5783	141.9	146.9	Eu	NAfEu	Global
1221	Cypridea_primaeva	51.1855	0.2136	42.3888	9.3685	141.9	146.9	Eu	NAfEu	Global
1222	Cypridea_primaeva	50.651	-2.366	41.8046	7.1999	141.9	146.9	Eu	NAfEu	Global
1223	Cypridea_primaeva	50.8669	0.4273	42.0759	9.5648	141.9	146.9	Eu	NAfEu	Global
1224	Cypridea_primaeva	51.5499	-1.7818	42.7134	7.6618	141.9	146.9	Eu	NAfEu	Global
1225	Cypridea_primaeva	51.0289	-0.2206	42.2234	9.0068	141.9	146.9	Eu	NAfEu	Global
1226	Cypridea_primaeva	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu	NAfEu	Global
1227	Cypridea_primaeva	51.9377	9.7922	43.5516	17.4129	144.1	147.1	Eu	NAfEu	Global
1228	Cypridea_procera	42.2118	-2.2377	32.6277	9.5396	121.4	132.6	Eu	NA	NA
1229	Cypridea_procera	42.1511	-2.2698	32.586	9.4798	121.4	132.6	Eu	NA	NA
1230	Cypridea_procera	42.059	-1.8637	32.3594	9.7391	121.4	132.6	Eu	NA	NA
1231	Cypridea_propunctata	50.9759	0.3055	41.9625	9.6803	139.5	141.7	Eu	NAfEu	Global
1232	Cypridea_propunctata	51.061	-1.2908	42.0214	8.3261	139.5	141.7	Eu	NAfEu	Global
1233	Cypridea_propunctata	50.599	-1.9533	41.5504	7.779	139.5	141.7	Eu	NAfEu	Global
1234	Cypridea_propunctata	50.8752	0.6412	41.8678	9.968	139.5	141.7	Eu	NAfEu	Global
1235	Cypridea_propunctata	50.8954	0.6074	41.8872	9.9384	139.5	141.7	Eu	NAfEu	Global
1236	Cypridea_propunctata	50.9635	-0.3212	41.9396	9.1501	139.5	141.7	Eu	NAfEu	Global
1237	Cypridea_propunctata	51.1405	-1.2881	42.1014	8.3262	139.5	141.7	Eu	NAfEu	Global
1238	Cypridea_propunctata	50.945	0.4591	41.9344	9.8111	139.5	141.7	Eu	NAfEu	Global
1239	Cypridea_propunctata	50.9394	0.4467	41.9281	9.8011	139.5	141.7	Eu	NAfEu	Global
1240	Cypridea_propunctata	51.1855	0.2136	42.1698	9.5944	139.5	141.7	Eu	NAfEu	Global
1241	Cypridea_propunctata	50.651	-2.366	41.5972	7.4275	139.5	141.7	Eu	NAfEu	Global
1242	Cypridea_propunctata	51.0289	-0.2206	42.0062	9.2324	139.5	141.7	Eu	NAfEu	Global
1243	Cypridea_pseudomarina	50.609	-1.3654	40.7177	10.7414	123.7	124.5	Eu	NAfEu	Global
1244	Cypridea_pseudomarina	50.9149	-0.2695	41.0082	11.6661	123.7	124.5	Eu	NAfEu	Global
1245	Cypridea_pseudomarina	51.1839	1.3654	41.2598	13.0366	123.7	124.5	Eu	NAfEu	Global
1246	Cypridea_pseudomarina	50.609	-1.3654	40.7177	10.7414	123.7	124.5	Eu	NAfEu	Global
1247	Cypridea_pulchra	42.059	-1.8637	33.3489	8.1301	139.8	145	Eu	NA	NA
1248	Cypridea_pumila	51.1329	-0.3235	41.5108	10.5929	125.8	130.1	Eu	NAfEu	Global
1249	Cypridea_pumila	51.0304	-0.1529	41.4082	10.7368	125.8	130.1	Eu	NAfEu	Global
1250	Cypridea_pumila	51.1989	-0.0076	41.5776	10.8574	125.8	130.1	Eu	NAfEu	Global
1251	Cypridea_pumila	50.8755	0.2367	41.2553	11.0649	125.8	130.1	Eu	NAfEu	NA
1252	Cypridea_pumila	50.9635	-0.3212	41.3418	10.5962	125.8	130.1	Eu	NAfEu	Global
1253	Cypridea_pumila	51.1405	-1.2881	41.518	9.7851	125.8	130.1	Eu	NAfEu	Global
1254	Cypridea_pumila	50.8283	0.3167	41.2076	11.1324	125.8	130.1	Eu	NAfEu	NA
1255	Cypridea_pumila	50.8455	-1.0952	41.223	9.9469	125.8	130.1	Eu	NAfEu	Global
1256	Cypridea_pumila	50.8746	0.139	41.254	10.9826	125.8	130.1	Eu	NAfEu	NA
1257	Cypridea_pumila	51.0199	-0.3495	41.3978	10.5716	125.8	130.1	Eu	NAfEu	Global
1258	Cypridea_pumila	51.0289	-0.2206	41.407	10.6797	125.8	130.1	Eu	NAfEu	Global
1259	Cypridea_pumila	51.0987	-0.3262	41.4768	10.5914	125.8	130.1	Eu	NAfEu	Global
1260	Cypridea_quadrangulata	40.2234	-1.9764	29.9505	8.2078	113	123.6	Eu	NAfEu	NA
1261	Cypridea_recta	51.061	-1.2908	41.8067	8.6967	132.6	139.9	Eu	NAfEu	Global
1262	Cypridea_recta	50.8739	0.2308	41.6395	9.9858	132.6	139.9	Eu	NAfEu	Global
1263	Cypridea_recta	51.0213	-0.0329	41.7826	9.7585	132.6	139.9	Eu	NAfEu	Global
1264	Cypridea_recta	50.8343	0.2822	41.6003	10.0301	132.6	139.9	Eu	NAfEu	Global
1265	Cypridea_recta	51.1405	-1.2881	41.8867	8.6973	132.6	139.9	Eu	NAfEu	Global
1266	Cypridea_recta	50.908	0.6178	41.6794	10.3113	132.6	139.9	Eu	NAfEu	Global
1267	Cypridea_recta	51.0896	0.6517	41.8619	10.3339	132.6	139.9	Eu	NAfEu	Global
1268	Cypridea_recta	51.0382	0.3271	41.8049	10.0616	132.6	139.9	Eu	NAfEu	Global
1269	Cypridea_recta	51.0289	-0.2206	41.788	9.5997	132.6	139.9	Eu	NAfEu	Global
1270	Cypridea_recta	50.916	0.5883	41.6869	10.2857	132.6	139.9	Eu	NAfEu	Global
1271	Cypridea_recta	51.3614	8.8031	42.551	16.8955	139.8	140.2	Eu	NAfEu	NA
1272	Cypridea_recta	52.559	8.7909	43.7464	16.7865	139.8	140.2	Eu	NAfEu	NA
1273	Cypridea_recta	52.5829	7.0712	43.7101	15.3404	139.8	140.2	Eu	NAfEu	NA
