clade	species	ts	te
0.0	Cypridea_acicularis	142.2332475382554	136.8874172203122
0.0	Cypridea_altilis	136.24943386492865	135.25454228970293
0.0	Cypridea_ambigua	144.0625063913339	142.47403516935168
0.0	Cypridea_araripensis	126.059169198302	112.03813741733417
0.0	Cypridea_bapounou	122.7524911517415	122.06020890820908
0.0	Cypridea_bibullata	125.985809599526	123.55019377557777
0.0	Cypridea_bubonulata	142.39661182752826	141.50844228793287
0.0	Cypridea_candeiensis	142.01983609160092	139.84330803212032
0.0	Cypridea_conjugata	123.70488606532065	122.64134913286132
0.0	Cypridea_deklaszi	123.1985240083901	121.67714686284862
0.0	Cypridea_dromedarius	135.16795362061617	131.8827080702607
0.0	Cypridea_elisabethaensis	119.3797702285323	118.53597396242961
0.0	Cypridea_ellipsoidea	134.9100958324983	129.37285677317772
0.0	Cypridea_eminens	125.7033682275323	124.9755690603706
0.0	Cypridea_faveolata	121.41291693472935	120.77547753636537
0.0	Cypridea_gabonensis	136.7618374346144	135.77477038873388
0.0	Cypridea_grekoffi	138.6615729808498	137.67906919532194
0.0	Cypridea_hadronodosa	142.01096145402454	140.0725842334723
0.0	Cypridea_hamakoussouensis	118.8898900092001	118.06045302290023
0.0	Cypridea_heliopolisensis_hespera	141.76754570533703	137.83699423902235
0.0	Cypridea_hollensis	123.22005896471964	121.34085751585516
0.0	Cypridea_hystricoides	127.60003339388396	124.25582989322895
0.0	Cypridea_hystrix	134.68637583113832	133.6911214394144
0.0	Cypridea_indiennensis	144.0621026719067	136.96233011315113
0.0	Cypridea_infima	141.89948649394495	137.91847631553316
0.0	Cypridea_insolita	122.54676978692788	121.85182406644067
0.0	Cypridea_jequiensis	121.82305824339245	121.08173183363833
0.0	Cypridea_kitariensis	95.36358336623366	91.40793848460484
0.0	Cypridea_kroemmelbeini	138.6874385774558	137.70175268321682
0.0	Cypridea_langei	126.7682462072721	126.02540997746979
0.0	Cypridea_limae	122.77417644275444	122.11247083219835
0.0	Cypridea_loango	123.08870951880519	121.45200191333915
0.0	Cypridea_lunula	132.05993768746688	128.8303563380934
0.0	Cypridea_luzi	138.6323806409664	137.6435240097801
0.0	Cypridea_maior	138.57401109367092	137.58715222216222
0.0	Cypridea_maringaensis	120.54555351431515	117.41410240808406
0.0	Cypridea_minuscula	143.18780350183502	136.52965464665647
0.0	Cypridea_miritiensis	141.8197972691527	137.99996289205893
0.0	Cypridea_muelleri	129.5241243895139	128.66658188581889
0.0	Cypridea_multipunctata	135.581036500435	134.59260882275822
0.0	Cypridea_nannorostrata	123.72281805050049	122.6435533693037
0.0	Cypridea_nodobliqua	141.446841899009	140.52399708720085
0.0	Cypridea_ogowensis	125.60222094829945	124.87860625416255
0.0	Cypridea_opifera	138.49902283147833	137.50773729938302
0.0	Cypridea_paraibensis	144.06633423055231	124.03982886035861
0.0	Cypridea_primaria	144.33675251917518	143.86215079624796
0.0	Cypridea_punctacentralis	127.6076146391464	124.1053791897319
0.0	Cypridea_quadrilateralis	129.87690889665896	125.78923592295922
0.0	Cypridea_quarta	119.14707866464664	118.2899826280263
0.0	Cypridea_riojoanensis	122.02533825473253	121.19953421114214
0.0	Cypridea_robusta	137.50232265098649	136.53380934450345
0.0	Cypridea_salvadorensis	139.3912485531155	138.41855344070441
0.0	Cypridea_sambaensis	119.31337976449765	118.48013158824588
0.0	Cypridea_sellata	143.22650837657378	141.54120240406405
0.0	Cypridea_semilunaris	123.76981435375356	122.80036268510686
0.0	Cypridea_spinata	121.40901933459332	120.77097997811977
0.0	Cypridea_subtilis	139.40756451762516	136.69849709954104
0.0	Cypridea_suspecta	141.96322105027048	140.06605315921158
0.0	Cypridea_tchibodaensis	122.37999206254064	121.07567359543596
0.0	Cypridea_tertia	119.03567500137004	118.17624296571968
0.0	Cypridea_trinodosa	143.95916779419795	142.65142497775977
0.0	Cypridea_troelseni	133.85508973926738	132.9155933293533
0.0	Cypridea_tucanoensis	140.39586363748637	135.7717893104331
0.0	Cypridea_ultima	118.98274346659467	118.12065874811748
0.0	Cypridea_variebullata	142.54370295538956	137.1903241769118
0.0	Cypridea_ventronodata	137.2375105812558	132.01931030231302
0.0	Cypridea_ventrospinata	129.86512873404735	127.1279210906009
0.0	Cypridea_vianai	144.047435601996	142.50452177080774
0.0	Cypridea_vulgaris	134.92773714508144	133.9665976355263
0.0	Cypridea_yakokoensis	119.24532836458366	118.40651990317903
0.0	Kegelina_armata	144.60565721814217	144.33224971471714
0.0	Kegelina_bisculpturata	144.8481667789078	144.0070806585466
0.0	Kegelina_depressa	144.56676187239876	144.28773211491117
0.0	Kegelina_kegeli	144.78456767636678	143.91348806153061
0.0	Paracypridea_bicallosa	136.66848420639204	135.6452947510375
0.0	Paracypridea_brasiliensis	137.68384773361734	131.80393722941227
0.0	Paracypridea_connectens	126.2679352718727	125.54833763359633
0.0	Paracypridea_elegans	133.97995671959717	128.7043883500435
0.0	Paracypridea_impar	134.82852428571286	133.8584367118571
0.0	Paracypridea_langdoni	130.13096956717567	129.2629638277483
0.0	Paracypridea_maacki	137.18429268526685	133.68053634149342
0.0	Paracypridea_obovata	130.55289078741788	126.19375632802327
0.0	Paracypridea_quadrirugosa	125.910637899309	122.96743046186462
0.0	Paracypridea_rhomboidalis	129.216458597156	127.03903687580875
0.0	Paracypridea_similis	132.3525422827528	128.6373488800388
0.0	Praecypridea_acuta	144.58688923123228	144.31404771198712
