age	SL_Marcilly_ML
348	148.647409811159
349	148.927369046669
350	147.21
351	143.260884882635
352	137.539137493033
353	130.677254526396
354	123.307732677927
355	116.06306864283
356	109.575759116305
357	104.478300793557
358	101.403190369789
359	100.982924540202
360	103.85
361	110.416409645927
362	120.212131180891
363	132.546638509343
364	146.729405535734
365	162.069906164513
366	177.877614300132
367	193.462003847039
368	208.132548709686
369	221.198722792523
370	231.97
371	239.941186533658
372	245.348417783403
373	248.613161436231
374	250.156885179137
375	250.401056699117
376	249.767143683168
377	248.676613818286
378	247.550934791467
379	246.811574289706
380	246.88
381	248.05200421944
382	250.120677685496
383	252.753435745734
384	255.617693747719
385	258.380867039018
386	260.710370967195
387	262.273620879816
388	262.738032124447
389	261.771020048653
390	259.04
391	254.320256588582
392	247.818551474613
393	239.849515580833
394	230.727779829985
395	220.767975144811
396	210.284732448051
397	199.592682662449
398	189.006456710745
399	178.840685515681
400	169.41
401	160.99433942623
402	153.734876416052
403	147.738091930932
404	143.110466932339
405	139.958482381739
406	138.3886192406
407	138.507358470389
408	140.421181032574
409	144.236567888622
410	150.06
411	157.914825706496
412	167.491862861179
413	178.398796695437
414	190.243312440659
415	202.633095328233
416	215.175830589549
417	227.479203455995
418	239.15089915896
419	249.798602929832
420	259.03
421	266.527447747785
422	272.271992139232
423	276.31935128732
424	278.725243305026
425	279.545386305328
426	278.835498401204
427	276.651297705631
428	273.048502331588
429	268.082830392051
430	261.81
431	254.321653302365
432	245.853128581893
433	236.675688155283
434	227.060594339237
435	217.279109450455
436	207.602495805636
437	198.302015721481
438	189.64893151469
439	181.914505501963
440	175.37
441	170.232929042756
442	166.505813533197
443	164.137426091546
444	163.076539338024
445	163.271925892853
446	164.672358376253
447	167.226609408446
448	170.883451609654
449	175.591657600098
450	181.3
451	187.924520526613
452	195.250337285319
453	203.029837478532
454	211.015408308666
455	218.959436978135
456	226.614310689353
457	233.732416644735
458	240.066142046694
459	245.367874097644
460	249.39
461	251.961468850793
462	253.217477325528
463	253.369783994327
464	252.630147427313
465	251.210326194608
466	249.322078866334
467	247.177164012614
468	244.98734020357
469	242.964366009324
470	241.32
471	240.215934070215
472	239.613593412569
473	239.424336544159
474	239.559521982082
475	239.930508243434
476	240.448653845311
477	241.02531730481
478	241.571857139026
479	241.999631865058
480	242.22
481	242.165684868349
482	241.854869024197
483	241.327099829036
484	240.621924644359
485	239.778890831657
486	238.837545752422
487	237.837436768148
488	236.818111240324
489	235.819116530444
490	234.88
491	234.048756456391
492	233.407170490644
493	233.045474139697
494	233.053899440483
495	233.522678429939
496	234.542043144999
497	236.2022256226
498	238.593457899677
499	241.805972013165
500	245.93
501	251.002819306089
502	256.849889013226
503	263.243713612178
504	269.95679759371
505	276.761645448589
506	283.430761667581
507	289.736650741452
508	295.451817160968
509	300.348765416895
510	304.2
511	306.788616319254
512	307.940073456452
513	307.490421411593
514	305.275710184677
515	301.131989775706
516	294.895310184677
517	286.401721411593
518	275.487273456452
519	261.988016319254
520	245.74
