age	SL_Verard
491	100.427183771078
492	100.696592307304
493	101.284448942805
494	102.082797515675
495	102.983681864012
496	103.87914582591
497	104.661233239466
498	105.221987942777
499	105.454221428838
500	105.298803062003
501	104.772264397841
502	103.897784560299
503	102.698542673319
504	101.197717860846
505	99.4184892468246
506	97.3840359551985
507	95.1176015172871
508	92.6530177751658
509	90.0463875591548
510	87.3566279979029
511	84.642656220059
512	81.9633893542718
513	79.3777445291902
514	76.9446388734629
515	74.7188644300095
516	72.7345600296034
517	71.0194142244117
518	69.6011134064719
519	68.5073439678215
520	67.7657923004981
521	67.4041447965391
522	67.4500878479822
523	67.930482524573
524	68.8664499981738
525	70.276673125113
526	72.1798258623299
527	74.5945821667642
528	77.5396159953552
529	81.0336013050425
530	85.1066292028506
531	89.8453960496862
532	95.3541084561733
533	101.735540137316
534	108.961730654234
535	116.77128605423
536	124.919761365388
537	133.423068432521
538	142.388133307271
539	151.548970060895
540	160.176004744776
541	167.539802088881
