clade	species	ts	te
0.0	Cypridea_montoriana	123.93449596254963	123.22652703122033
0.0	Cypridea_morula	139.30134895675957	138.91841613537133
0.0	Cypridea_obliqua	142.0779899499695	140.25571123229233
0.0	Cypridea_orientalis	124.17896746106463	118.92698934549345
0.0	Cypridea_parallela	141.2458775172452	140.165549301903
0.0	Cypridea_paulsgrovensis	139.3794008301783	134.58241363253634
0.0	Cypridea_peltoides	145.4844445913159	141.79722994843948
0.0	Cypridea_pendae	136.12356264460644	134.25833801514017
0.0	Cypridea_penshurstensis	142.86094234162343	139.70433408517087
0.0	Cypridea_posticalis	143.66371220875206	142.62759949108488
0.0	Cypridea_praealta	144.16574125434255	141.56407560765606
0.0	Cypridea_primaeva	146.93808589968899	141.95506286403864
0.0	Cypridea_procera	131.25399692546927	122.68302427359275
0.0	Cypridea_propunctata	141.7046202267523	139.28391040648404
0.0	Cypridea_pseudomarina	124.72754730572306	123.42608160504604
0.0	Cypridea_pulchra	142.23607888385885	142.06971329627297
0.0	Cypridea_pumila	130.11486049390496	125.87234261520614
0.0	Cypridea_quadrangulata	125.05073730339305	109.94502735803357
0.0	Cypridea_recta	140.30164150490506	132.77735351755516
0.0	Cypridea_rhahelensis	128.49593378439783	124.16134524075241
0.0	Cypridea_rotundata	124.54236806077058	120.88603009944102
0.0	Cypridea_sagena	143.79767421418214	142.40927733201332
0.0	Cypridea_sidonensis	124.1162414598646	118.53922665452654
0.0	Cypridea_simplissima	145.09563779677796	137.3789308663287
0.0	Cypridea_soriana	139.9427859598196	121.66879243661435
0.0	Cypridea_spinigera	124.16796152773527	120.96137621311215
0.0	Cypridea_swanagensis	142.92752161664615	142.57048511259111
0.0	Cypridea_tayasirensis	130.78110491490915	122.6639386082361
0.0	Cypridea_tenuis	124.17144684106842	120.9689276523665
0.0	Cypridea_tuberculata	141.84884774962748	124.64498637727377
0.0	Cypridea_tumescens	147.1094676168662	141.87510175419754
0.0	Cypridea_turgida	126.88920739632395	126.12998057145572
0.0	Cypridea_valdensis	135.36727759362594	121.09207500565006
0.0	Cypridea_varians	143.53076238218384	139.25262890436903
0.0	Cypridea_vectae	123.50985888595886	122.938823196372
0.0	Cypridea_ventriosa	123.76520458232584	117.70966922038221
0.0	Cypridea_ventrosa	140.8901625094351	139.34303190789905
0.0	Cypridea_vericae	135.59110652589524	134.30740190331903
0.0	Cypridea_verrucosa	136.0992626283763	134.05472333488336
0.0	Cypridea_vidrana	142.00796228302283	141.08590672480727
0.0	Cypridea_wandae	144.94055837680375	143.72495662408622
0.0	Cypridea_warlinghamensis	123.14554572797726	120.80112382419823
0.0	Cypridea_wicheri	141.37830229756295	139.00194664558643
0.0	Cypridea_wolburgi	141.30417416747167	140.89698166862672
0.0	Praecypridea_postelongata	169.18441760497603	168.6192549061091
0.0	Praecypridea_suprajurassica	160.30604230338304	150.36900421152208
