age	SL_Haq
286	-10.8630524707539
287	-10.8214395582587
288	-10.5007653219291
289	-9.85187033532053
290	-8.8294679207421
291	-7.4605160776736
292	-5.83594644064887
293	-4.04890151460596
294	-2.19252380448289
295	-0.359955815217727
296	1.3556599482515
297	2.86118098098674
298	4.06346477804996
299	4.86957619653128
300	5.21741401729422
301	5.1081294285311
302	4.55063418291697
303	3.55384003312689
304	2.12665873183591
305	0.279786460959903
306	-1.95150620537058
307	-4.51406285143261
308	-7.35432281042922
309	-10.4187254155635
310	-13.6537100000384
311	-17.005715897057
312	-20.4211587696719
313	-23.840559472502
314	-27.1908276610636
315	-30.3969579862144
316	-33.3839450988121
317	-36.0767836497145
318	-38.4004682897793
319	-40.279993669864
320	-41.6424753647981
321	-42.460145758443
322	-42.7484075255341
323	-42.5243947237623
324	-41.8052414108188
325	-40.6080816443946
326	-38.9500494821809
327	-36.8482789818688
328	-34.3313492459693
329	-31.4840632885587
330	-28.4084605894491
331	-25.2065851398948
332	-21.9804809311502
333	-18.8315844456026
334	-15.8097691848415
335	-12.874818064508
336	-9.97744055013321
337	-7.06834610724819
338	-4.09825297758853
339	-1.02579653799602
340	2.16788694907024
341	5.49769084560104
342	8.97850851358717
343	12.6232535555974
344	16.3752781987294
345	20.0916350317678
346	23.6240003684323
347	26.8240505224426
348	29.5557659545734
349	31.8003614349037
350	33.6040020471206
351	35.0135427843566
352	36.0758386397443
353	36.8377446064161
354	37.3461156775047
355	37.6478108441896
356	37.7912739632002
357	37.8289427721665
358	37.8138743232354
359	37.799125668554
360	37.8377538602693
361	37.9828159505282
362	38.2873689914778
363	38.8044700352652
364	39.5871761340372
365	40.6884449387624
366	42.1378105103142
367	43.911341386658
368	45.977681452181
369	48.3054745912705
370	50.8633646883138
371	53.6199956276981
372	56.5440112938107
373	59.6019426106306
374	62.7341817837646
375	65.8634777364962
376	68.912248241425
377	71.8029110711509
378	74.4578840017281
379	76.8129730970143
380	78.8565180756179
381	80.5897420294182
382	82.0138680502946
383	83.1301192301262
384	83.9397186607925
385	84.4438894341725
386	84.6438546421458
387	84.5386000796412
388	84.1171990963888
389	83.365980748295
390	82.2712739932411
391	80.8194077891082
392	78.9967110937773
393	76.7895128651299
394	74.1841420610469
395	71.1831115190821
396	67.8895376681994
397	64.445134755042
398	60.991696336274
399	57.6710159685596
400	54.6248872085629
401	51.9909871231518
402	49.8482858139966
403	48.2319935744799
404	47.1762747879777
405	46.7152938378662
406	46.8832151075213
407	47.7142029803191
408	49.2424218396356
409	51.5020276087633
410	54.468199297655
411	57.9161225699571
412	61.5786312027969
413	65.1885589733021
414	68.4787396586
415	71.2018287955477
416	73.3520393980586
417	75.0848808749742
418	76.5588068609494
419	77.9322709906394
420	79.3637268986989
421	81.011628219783
422	83.0321265119741
423	85.4444266706108
424	88.0561408182005
425	90.6567581606737
426	93.0357679039607
427	94.982659253992
428	96.2869214166981
429	96.7380435980093
430	96.1278344106374
431	94.4174735591395
432	91.849687219824
433	88.6937888361851
434	85.2190918517175
435	81.6949097099154
436	78.3905558542732
437	75.5753437282855
438	73.5185867754466
439	72.4895984392508
440	72.7576921631927
441	74.5293008743051
442	77.5136599054519
443	81.183786931874
444	85.0112668603678
445	88.474453681973
446	91.3252907415011
447	93.6772848453994
448	95.6687365732037
449	97.43794650445
450	99.1232152186741
451	100.860014261044
452	102.686020416652
453	104.5185024582
454	106.267316038726
455	107.842316811268
456	109.153360428864
457	110.110302544552
458	110.622998811369
459	110.615872194022
460	110.103550174907
461	109.135144715535
462	107.759837040224
463	106.026808373296
464	103.985239939069
465	101.684312961864
466	99.1732666107531
467	96.5110170405935
468	93.7769126598553
469	91.0528954404252
470	88.4209073541902
471	85.9628903730369
472	83.7607864688521
473	81.8965376135226
474	80.4457045357948
475	79.3704179531087
476	78.5352912803026
477	77.8017620428337
478	77.0312677661594
479	76.0852459757368
480	74.8251341970232
481	73.1123699554759
482	70.8083907765523
483	67.8157746011172
484	64.215477833803
485	60.1367908651051
486	55.7090049508858
487	51.0614113470074
488	46.3227250284578
489	41.6152125826085
490	37.0570964556132
491	32.7665367208806
492	28.8604078433257
493	25.3806257756356
494	22.2541561157441
495	19.3982192456237
496	16.7300355472468
497	14.1668254025858
498	11.6287418053119
499	9.08340070207881
500	6.53687863206457
501	3.99635927208669
502	1.4690262989627
503	-1.03793661048989
504	-3.51734577945354
505	-5.96368811609626
506	-8.38123745671538
507	-10.7778207628176
508	-13.1612700067526
509	-15.5394171608703
510	-17.9200941975205
511	-20.3111330890529
