Age	GMST_Judd
213.3838278	24.48493057
214.5205111	24.66312742
215.7172616	24.85995011
217.0213505	24.9479024
218.3426255	24.91342782
219.6598545	24.79236751
220.9745732	24.61758617
222.2605283	24.47066653
223.6067446	24.32653171
224.9236193	24.1978892
226.2397773	24.05390815
227.5552477	23.89521296
228.87294	23.78406685
230.1929451	23.7224153
231.5072267	23.6669613
232.7718848	23.45033072
233.8118919	22.67263131
233.8324529	23.11263591
234.5010922	22.69472186
234.6327677	22.22407102
234.9763932	21.85681228
235.2767828	22.30527912
235.4112074	21.51078006
235.7692363	21.92358546
236.0205339	21.03889063
236.249314	21.52287517
236.54059	20.58682597
236.6844209	21.09119243
236.704477	20.23358474
237.15362	20.67674245
237.4712923	20.23663855
237.9302885	19.44299723
237.9580356	19.87593384
238.5453075	19.46542384
238.7556185	19.089756
239.3918396	19.15051723
240.225311	19.35502225
240.2939549	19.83997309
240.6754932	20.28404777
241.0125006	19.69946817
241.4119204	20.1729668
241.4317316	21.02586325
241.81768	21.56431359
241.9149325	20.58934912
242.3285112	22.201643
242.407786	21.12132939
242.6502443	22.65269529
242.6800751	21.68256463
243.1135032	22.11112494
243.411855	23.50947659
243.5045098	22.55101368
243.5606376	22.99385254
243.7925767	23.93607612
244.075939	23.4051421
244.2385606	24.47247946
244.4285125	23.87277371
244.9265713	25.04102963
244.9801906	24.20877777
245.064996	24.57183134
245.5803287	24.87655752
245.7988709	25.69293725
245.8192247	25.27063643
246.3987244	25.66172938
247.0434861	26.01964162
247.2785259	26.47417975
247.902157	26.3798968
248.0189779	26.87816436
248.7497018	26.78801101
248.9369152	27.21991123
249.8079806	27.2734952
250.0212706	27.69152253
250.0540615	27.96431104
250.8114826	28.7314348
250.9191016	28.24639784
250.9876274	27.73974721
251.2826302	27.23272724
251.7127488	26.7862095
251.7420082	28.73701563
251.7903477	26.25925529
251.8674785	25.59359983
251.878365	24.53976351
251.9420333	25.90226538
252.0068952	25.0026528
252.1112914	24.3771604
252.2130166	28.26982265
252.236794	23.753982
252.2698072	22.62216827
252.2849027	22.08734023
252.3392106	27.75335532
252.3536877	22.94657348
252.4089342	20.45225788
252.4158725	27.33172782
252.4297483	21.41240118
252.5315722	26.79415275
252.5874108	26.13037698
252.7574942	25.48080561
252.8180083	24.7364808
252.8344272	20.80751763
252.8869996	24.04563894
252.9083768	18.27225488
252.925355	18.63558871
253.0104518	23.31623225
253.0196457	19.04489998
253.0449405	19.4789755
253.0716151	22.57827626
253.156547	21.91781868
253.1631286	19.8635225
253.2205649	20.41861586
253.2343428	21.25882535
253.4686026	17.82195019
253.5319272	18.15424902
253.6607141	18.56292652
253.679774	17.53693641
254.0674778	19.05661238
254.4303889	19.74547171
254.553341	17.64185515
254.7306005	20.37936683
254.8751657	18.12397869
255.225554	18.6180201
255.4054138	19.17682947
255.4931855	20.82806062
255.7121718	19.75759932
255.819301	21.37289672
255.941402	20.35251918
256.3855602	20.89367662
256.5891869	21.44166039
257.0423724	21.81047804
257.3818547	22.14643558
258.5266334	22.11837233
259.0724126	21.50188895
259.3676041	21.76342269
259.7700915	20.99053023
260.0389215	21.42468674
260.3541107	20.62046799
260.4775886	21.032427
260.8756407	20.19994272
260.9698124	20.62563209
261.6697919	20.28245435
262.1831884	19.87170205
263.1029506	19.48041931
263.169927	19.11218402
263.9174401	18.80940582
264.0386278	19.11516404
264.8484202	18.71537578
264.9358711	18.2991685
265.5536013	18.34774368
265.6409387	17.94592727
266.2249579	17.57586503
266.2524132	17.9918335
266.8361932	17.61665287
267.1481048	16.7422905
267.2977504	17.21024167
267.7871897	16.26382619
267.8956848	16.7570015
268.3002698	15.66247505
268.4608524	16.23937194
268.8921375	15.76314904
269.1041805	14.85086128
269.2612737	15.33626288
269.4468889	14.46397803
269.7278015	14.96061838
270.0691062	14.568206
270.5996821	14.16969044
270.8991468	13.69381604
271.8574006	13.78475424
271.9748129	13.4861967
273.1062448	14.27894691
273.1545596	13.78096934
273.482199	14.60352233
273.9734872	14.17922791
274.0468777	15.10638045
274.2703763	14.57044702
274.4891834	15.56407214
274.8029477	14.98671898
275.0114844	16.01791903
275.1900781	15.3788915
275.6220042	15.81126404
275.9496037	16.3013502
276.3076954	17.16281577
276.4130953	16.67318551
276.8662909	17.53549461
276.9717878	17.09083252
277.2629471	17.87415762
277.7697426	17.5672501
278.1984862	18.05641444
278.353422	18.47672361
279.0435852	18.35601665
279.4024261	18.65374678
279.9933762	18.99952063
281.107263	19.13493243
281.6870124	19.40881453
282.8856501	19.56862081
284.0555264	19.86357006
284.9732739	20.18233327
286.1257692	20.43224973
287.2365678	20.70217449
288.5023002	20.76589327
289.8233141	20.72582868
291.0853402	20.78592956
292.5616303	20.77606234
293.7867224	20.61348472
295.103175	20.47580729
296.3447194	20.36053911
297.1697226	19.66167037
297.2553572	20.04659284
297.7498117	19.20750308
297.8615751	19.66902956
298.0753585	18.88229687
298.4128416	19.24146283
298.6129271	18.37606455
298.906007	18.85733986
298.9615121	18.11493838
299.3764509	18.41591432
299.5321314	17.45811796
299.8050952	17.98074053
300.1794259	17.15533976
300.2887802	17.60315873
300.761349	16.7404215
300.848751	17.1631662
301.4377842	16.75847542
302.1581138	16.35735213
302.3461136	15.91058496
302.9779472	15.92034782
303.6964651	15.53324029
304.2795597	15.14339168
305.0393211	14.70303603
306.2417977	14.99234467
306.292456	14.57515765
307.1377444	15.50689939
307.303135	14.98265538
307.7019941	16.00057737
308.0919051	15.48841057
308.203107	16.42993367
308.588754	15.9779067
308.892561	17.02936908
308.9107585	16.51046132
309.5150607	17.48278877
309.6250546	16.96026551
310.2486253	17.37172433
310.6907811	17.76493008
311.6804009	18.06791965
312.8096584	17.92766965
312.9409923	17.44970745
313.6319812	17.51007619
313.6467149	17.11048373
314.283529	16.58342539
314.3358052	17.02486872
314.7457138	16.17972113
314.924448	16.57314589
315.3265889	15.74237485
315.6321082	16.21411076
316.0433436	15.81081145
316.6440096	15.46456535
316.7388857	15.08215018
317.3533188	15.06016743
317.4410057	14.66583016
318.0691	14.66706133
319.0524317	14.3308541
320.2019725	13.9446182
321.4518331	13.60740334
322.6674012	13.27164872
323.8293445	12.94290335
324.9733141	12.56137953
326.225113	12.1982431
327.5390143	12.0059696
328.8650802	12.07401823
330.1955163	12.23558914
331.4806545	12.32855071
332.8489887	12.40037643
334.1081948	12.52761409
335.354671	12.58883583
336.6538227	12.6262826
337.9576083	12.60357424
338.2342662	12.82250616
339.3085271	13.03190125
340.2563948	13.28497002
341.0231258	13.68361585
341.1690065	14.15615353
341.813778	14.1021606
342.4676829	14.92487373
342.5100319	14.47660855
342.9680686	15.33867059
343.1187943	14.86462848
343.5960781	15.26659724
344.0261417	16.10570869
344.1276929	15.62959555
344.5869805	16.52639416
344.7521176	16.03905543
345.2113941	17.02077168
345.3297001	16.4963533
345.6491137	17.38032078
345.8769239	16.88114629
346.3299127	17.79453817
346.3985745	17.3336892
346.891076	18.22216565
346.9780693	17.73729176
347.4509466	18.6221319
347.5416223	18.16055091
347.9472974	18.94958091
348.0539586	18.48694082
348.6857975	18.84386341
348.9004004	19.2396207
349.5278003	19.6584993
350.207307	20.0236158
350.8261067	20.39785659
351.5322303	20.7295407
351.6577714	21.14528352
352.2952299	21.10610336
353.0651705	21.52407815
353.5572093	21.90222901
354.2592486	21.8518394
354.9440031	22.1546216
356.0534322	22.27634075
357.1792566	22.46296208
358.4302457	22.56657884
359.6853143	22.69009178
360.8880347	22.77542637
361.8297893	22.94561542
362.9463811	23.00770985
363.524216	23.24062077
364.7241709	23.42861559
365.9014568	23.65941465
366.362238	23.98456112
367.3829249	24.12311063
367.569976	24.52294249
368.1975584	24.44172972
369.032435	24.78480056
369.6574875	25.14146096
370.3958372	25.50045839
370.5207271	25.90226538
371.1487909	25.90284166
371.8154621	26.32927876
372.5060518	26.63846495
372.6792401	27.05618672
373.3826352	27.05319632
373.601697	27.4946544
374.3414229	27.41517088
374.6495883	27.74684736
375.9016465	27.81489441
377.1632347	27.66124783
378.2053352	26.92834704
378.2128789	27.31686606
379.0735927	26.87832688
379.4460812	26.45735874
380.2365559	26.51634108
381.3552645	26.13604628
382.4764071	25.80783877
383.6523378	25.44656354
383.708714	25.02757282
384.3385849	24.78086466
384.6223771	25.05077042
385.4071745	24.66675511
385.5959685	24.23698531
386.2080443	24.31594511
386.800603	23.97723812
387.5233931	23.62877016
387.7135294	23.22772466
388.3411337	23.24856894
388.4189901	22.88289394
388.9503453	22.67263131
389.1740921	22.82830509
390.3492249	22.5218722
391.5602614	22.33424864
392.1130803	22.52202986
393.2338894	22.6094953
393.7330376	22.93553191
394.7640485	23.12344063
395.6631094	23.49016981
396.8016262	23.7727483
397.4118412	24.09054188
398.4709228	24.21266338
399.1901296	24.5051496
400.3201091	24.56072507
400.7393402	24.82157294
401.8780914	24.86877733
402.4591485	25.17064486
403.6004691	25.27283302
403.9275881	25.57818057
405.1220165	25.78160292
406.3017725	26.06526282
406.7621429	26.38161746
407.8670254	26.50062509
408.1941303	26.80567138
409.29957	26.89401082
410.0185542	27.18173376
411.1497363	27.26304202
411.5695638	27.53665558
412.7011115	27.6365116
413.2350618	27.96433441
414.1171308	28.07467045
414.9234962	28.35406402
415.7048574	28.73800745
415.8324092	29.17995949
416.5158161	29.64998659
416.5797799	29.16009022
417.0130578	29.99649941
417.1813128	29.55290533
417.5742485	30.42471429
417.6525664	29.95603999
418.1357161	30.85885657
418.263074	30.36729757
418.7009755	31.3741402
418.8629253	30.80787021
419.0796818	31.75761252
419.3798852	31.23320505
419.6426027	32.22285364
419.761353	31.67577296
420.2035981	32.64688996
420.3415646	32.08209916
420.9045673	32.5445748
421.0041061	33.04926456
421.8730101	33.05659431
422.9164873	33.36830218
423.0859492	33.84925849
423.3779734	34.09347464
423.9676986	34.00149713
424.1285475	34.46896588
424.1407122	33.60180273
424.2270256	33.26746511
424.7782141	32.74631415
424.9374831	32.29424949
424.9448607	34.43183335
424.9797977	31.91297324
424.9867409	31.63262306
425.0596844	31.04893399
425.2043772	29.85600392
425.2065669	30.33179823
425.2259556	30.74671649
425.2962346	34.0324206
425.4028513	29.38505567
425.419748	33.60706708
425.4487161	28.82239286
425.4931491	33.15572554
425.5889043	28.21935962
425.6018143	32.65301146
425.6806294	27.60866348
425.7186732	32.14024379
425.78718	27.31523029
425.8487121	31.50841144
425.8786063	30.92622071
425.9116258	26.11794812
425.9224336	26.67093885
426.0088585	30.39387105
426.0134776	25.72396267
426.0841155	29.74150301
426.2243428	29.16413973
426.2301071	25.21260394
426.2858168	28.6567059
426.3277809	24.72921014
426.3690915	28.10108299
426.4772569	27.56033645
426.5484486	24.30426935
426.5510827	27.00198077
426.6208779	26.33680816
426.8320084	23.93841237
426.906104	25.79496504
426.9353618	25.23102695
427.1490376	24.78372567
427.1737343	23.53050286
427.401852	24.29443707
427.5857879	22.91186346
427.7024177	23.757987
427.7192054	22.33551021
428.0837813	21.77318783
428.1071164	23.30200478
428.3769874	22.75209056
428.5992273	22.36079564
428.6222757	21.07229903
428.8228465	21.93302748
429.0637938	21.51313348
429.3850062	20.97261833
429.3915575	20.54907214
430.3258515	20.5331097
431.0207458	20.06939298
431.4598697	20.24452618
432.3056975	19.95461879
432.884974	20.93072219
432.9627459	20.24850926
433.2070798	21.38974888
433.4981976	20.63414507
433.5277458	21.81796376
433.8267068	20.98981138
434.0933682	22.34101709
434.1082016	21.37164627
434.1894539	22.68150906
434.2435458	21.85524699
434.3642868	22.99144731
434.749761	22.30067056
435.1727397	22.92044084
435.4160405	23.46240029
435.6226926	23.92782314
435.8669399	24.26484678
436.4231801	23.62201717
436.7964995	24.25480312
437.3788739	23.16324412
437.4658572	23.96496318
437.7198793	22.73991535
437.9441621	23.51829427
438.1106927	22.09567064
438.2879455	23.13143773
438.4402744	21.42787651
438.4452107	22.66893178
438.7855375	21.09566154
438.8474341	22.23641978
439.0555663	21.81283735
439.2914123	20.34011781
439.4117632	21.44498931
439.5798481	20.99775449
439.9522396	20.58430281
440.0289358	19.82356148
440.2307082	20.15491078
440.5354335	19.51028127
441.0638531	19.66612988
442.286261	19.63534494
442.7621539	19.9791627
443.017872	20.30429973
444.0275389	20.42148945
444.2502044	20.94006719
445.0062183	21.67707667
445.0208786	20.8029852
445.1714964	21.19275616
445.2698013	22.17052413
445.534313	22.68384531
445.7897199	23.00232312
445.8108117	21.63701931
446.036892	22.17947198
446.2962367	23.54732387
446.3232575	22.62429426
446.3706231	23.85238491
446.5750088	22.99322375
446.6955829	24.3724879
446.9575196	24.83070469
446.9699156	23.38023516
447.1890825	23.84703978
447.2555933	25.20438033
447.4182924	25.68359224
447.4907259	24.3214192
447.9170847	24.776481
447.9719891	25.15955306
448.0338838	26.41810971
448.1416071	25.63505161
448.3302384	26.75499718
448.5188965	25.98820028
448.7972048	27.31149229
448.8841855	26.49202871
449.0747985	27.67583071
449.3181717	27.06274603
449.9543153	27.71010352
449.9965971	28.10021079
450.9157436	28.1292042
452.0151904	28.02921211
452.9365874	27.62381082
454.1680742	27.29330775
455.5022604	27.16747239
456.6725343	27.32539966
457.072426	27.67968552
457.8121531	27.66179721
458.563356	28.02494415
459.3204492	28.40259398
460.0359102	28.75958181
460.1503391	29.2066595
460.8063585	29.16628908
460.8913719	29.62307297
461.5354917	29.57405841
461.6333129	30.05892405
462.2424982	29.92463632
462.9744542	30.32703227
463.4091635	30.74471399
464.1463879	30.65069211
464.5243588	30.95243602
465.7662209	31.000255
467.0877992	30.97227096
468.4053617	30.85834684
469.7240461	30.76843089
470.9331738	30.74676656
471.7680833	30.92022989
472.8977603	30.9800541
473.3169057	31.23906892
474.445879	31.28383239
475.2825916	31.49588226
476.4959344	31.56442151
477.8237891	31.67075069
479.1495501	31.73227481
480.4755088	31.79802967
481.8024671	31.8851761
483.131192	32.01012732
484.4547783	32.02511331
